,word,frequency,length
學說xuéshuō,學說xuéshuō,1,7,
托爾tuōěr,托爾tuōěr,1,5,
興致xìngzhì,興致xìngzhì,1,7,
得票dépiào,得票dépiào,1,6,
新生xīnshēng,新生xīnshēng,1,8,
五百萬wǔbǎiwàn,五百萬wǔbǎiwàn,1,8,
佛羅里達fúluólǐdá,佛羅里達fúluólǐdá,1,9,
威爾克斯wēiěrkèsī,威爾克斯wēiěrkèsī,1,9,
拉合爾lāhéěr,拉合爾lāhéěr,1,6,
相似度xiāngshìdù,相似度xiāngshìdù,1,10,
格拉夫頓gélāfūdùn,格拉夫頓gélāfūdùn,1,9,
參戰者cānzhànzhě,參戰者cānzhànzhě,1,10,
銷量xiāoliàng,銷量xiāoliàng,1,9,
香蕉xiāngjiāo,香蕉xiāngjiāo,1,9,
新世界xīnshìjiè,新世界xīnshìjiè,1,9,
文藝wényì,文藝wényì,1,5,
婚hūn,婚hūn,1,3,
當下dāngxià,當下dāngxià,1,7,
分裂fēnliè,分裂fēnliè,1,6,
大大dàdà,大大dàdà,1,4,
哈布斯堡hābùsībǎo,哈布斯堡hābùsībǎo,1,9,
緊張jǐnzhāng,緊張jǐnzhāng,1,8,
空運kōngyùn,空運kōngyùn,1,7,
蘇格蘭人報sūgélánrénbào,蘇格蘭人報sūgélánrénbào,1,13,
很高hěngāo,很高hěngāo,1,6,
很短hěnduǎn,很短hěnduǎn,1,7,
蠅頭小利yíngtóuxiǎolì,蠅頭小利yíngtóuxiǎolì,1,13,
執著zhízhe,執著zhízhe,1,6,
角jiǎo,角jiǎo,1,4,
湖區húqū,湖區húqū,1,4,
過度guòdù,過度guòdù,1,5,
勢不可擋shìbùkědǎng,勢不可擋shìbùkědǎng,1,11,
接到jiēdào,接到jiēdào,1,6,
菲律賓fēilǜbīn,菲律賓fēilǜbīn,1,8,
藥丸yàowán,藥丸yàowán,1,6,
起義qǐyì,起義qǐyì,1,4,
拉迪亞德吉lādíyàdéjí,拉迪亞德吉lādíyàdéjí,1,10,
原理yuánlǐ,原理yuánlǐ,1,6,
達成dáchéng,達成dáchéng,1,7,
戴高樂dàigāolè,戴高樂dàigāolè,1,8,
一同yītóng,一同yītóng,1,6,
上船shàngchuán,上船shàngchuán,1,10,
關島guāndǎo,關島guāndǎo,1,7,
換huàn,換huàn,1,4,
坐標zuòbiāo,坐標zuòbiāo,1,7,
瓦特wǎtè,瓦特wǎtè,1,4,
蘇格蘭人sūgélánrén,蘇格蘭人sūgélánrén,1,10,
糞便fènbiàn,糞便fènbiàn,1,7,
傳chuán,傳chuán,1,5,
妹妹mèimèi,妹妹mèimèi,1,6,
學位xuéwèi,學位xuéwèi,1,6,
字母zìmǔ,字母zìmǔ,1,4,
碩士shuòshì,碩士shuòshì,1,7,
畢業bìyè,畢業bìyè,1,4,
晚報wǎnbào,晚報wǎnbào,1,6,
做好zuòhǎo,做好zuòhǎo,1,6,
和諧héxié,和諧héxié,1,5,
打動dǎdòng,打動dǎdòng,1,6,
阿拉伯ālābó,阿拉伯ālābó,1,5,
朝cháo,朝cháo,1,4,
偶極ǒují,偶極ǒují,1,4,
深深shēnshēn,深深shēnshēn,1,8,
諾斯nuòsī,諾斯nuòsī,1,5,
分區fēnqū,分區fēnqū,1,5,
貝瑞bèiruì,貝瑞bèiruì,1,6,
天線tiānxiàn,天線tiānxiàn,1,8,
募集mùjí,募集mùjí,1,4,
托利黨tuōlìdǎng,托利黨tuōlìdǎng,1,9,
皮毛pímáo,皮毛pímáo,1,5,
讚賞zànshǎng,讚賞zànshǎng,1,8,
開設kāishè,開設kāishè,1,6,
牢牢láoláo,牢牢láoláo,1,6,
解約jiěyuē,解約jiěyuē,1,6,
艾滋病àizībìng,艾滋病àizībìng,1,8,
掌握zhǎngwò,掌握zhǎngwò,1,7,
研發yánfā,研發yánfā,1,5,
養育yǎngyù,養育yǎngyù,1,6,
民兵mínbīng,民兵mínbīng,1,7,
上榜shàngbǎng,上榜shàngbǎng,1,9,
太晚tàiwǎn,太晚tàiwǎn,1,6,
埋葬máizàng,埋葬máizàng,1,7,
起因qǐyīn,起因qǐyīn,1,5,
幸福xìngfú,幸福xìngfú,1,6,
等級děngjí,等級děngjí,1,6,
有加yǒujiā,有加yǒujiā,1,6,
佩妮斯頓pèinīsīdùn,佩妮斯頓pèinīsīdùn,1,10,
薪資xīnzī,薪資xīnzī,1,5,
階段jiēduàn,階段jiēduàn,1,7,
陪葬品péizàngpǐn,陪葬品péizàngpǐn,1,10,
暴亂bàoluàn,暴亂bàoluàn,1,7,
轟炸機hōngzhàjī,轟炸機hōngzhàjī,1,9,
裝備zhuāngbèi,裝備zhuāngbèi,1,9,
寬容kuānróng,寬容kuānróng,1,8,
羅馬化luómǎhuà,羅馬化luómǎhuà,1,8,
戲劇性xìjùxìng,戲劇性xìjùxìng,1,8,
戰時zhànshí,戰時zhànshí,1,7,
人道réndào,人道réndào,1,6,
墮落duòluò,墮落duòluò,1,6,
海洛hǎiluò,海洛hǎiluò,1,6,
一心一意yīxīnyīyì,一心一意yīxīnyīyì,1,9,
頒布bānbù,頒布bānbù,1,5,
行進xíngjìn,行進xíngjìn,1,7,
卡蘭芝kǎlánzhī,卡蘭芝kǎlánzhī,1,8,
洛杉磯luòshānjī,洛杉磯luòshānjī,1,9,
音樂界yīnlèjiè,音樂界yīnlèjiè,1,8,
巔峰diānfēng,巔峰diānfēng,1,8,
加深jiāshēn,加深jiāshēn,1,7,
故鄉gùxiāng,故鄉gùxiāng,1,7,
部署bùshǔ,部署bùshǔ,1,5,
山莊shānzhuāng,山莊shānzhuāng,1,10,
公告牌gōnggàopái,公告牌gōnggàopái,1,10,
抱怨bàoyuàn,抱怨bàoyuàn,1,7,
吸食xīshí,吸食xīshí,1,5,
婦女fùnǚ,婦女fùnǚ,1,4,
很愛hěnài,很愛hěnài,1,5,
追殺zhuīshā,追殺zhuīshā,1,7,
警衛jǐngwèi,警衛jǐngwèi,1,7,
憤懣fènmèn,憤懣fènmèn,1,6,
兵力bīnglì,兵力bīnglì,1,6,
二百èrbǎi,二百èrbǎi,1,5,
鷹yīng,鷹yīng,1,4,
外貌wàimào,外貌wàimào,1,6,
志願軍zhìyuànjūn,志願軍zhìyuànjūn,1,10,
耕地gēngde dì,耕地gēngde dì,1,9,
牧場mùchǎng,牧場mùchǎng,1,7,
西西里島xīxīlǐdǎo,西西里島xīxīlǐdǎo,1,9,
曲線qūxiàn,曲線qūxiàn,1,6,
皮特庫賽pítèkùsài,皮特庫賽pítèkùsài,1,9,
琳達líndá,琳達líndá,1,5,
化解huàjiě,化解huàjiě,1,6,
古代gǔdài,古代gǔdài,1,5,
道格拉斯dàogélāsī,道格拉斯dàogélāsī,1,9,
知名zhīmíng,知名zhīmíng,1,7,
庫邁kùmài,庫邁kùmài,1,5,
黨衛軍dǎngwèijūn,黨衛軍dǎngwèijūn,1,10,
論諾克斯lùnnuòkèsī,論諾克斯lùnnuòkèsī,1,10,
集結jíjié,集結jíjié,1,5,
紀實jìshí,紀實jìshí,1,5,
不經bùjīng,不經bùjīng,1,6,
達爾南德dáěrnándé,達爾南德dáěrnándé,1,9,
障礙zhàngài,障礙zhàngài,1,7,
處死chùsǐ,處死chùsǐ,1,5,
無效wúxiào,無效wúxiào,1,6,
感gǎn,感gǎn,1,3,
患有huànyǒu,患有huànyǒu,1,7,
最為zuìwèi,最為zuìwèi,1,6,
糧食liángshí,糧食liángshí,1,8,
四十sìshí,四十sìshí,1,5,
陶冶táoyě,陶冶táoyě,1,5,
動畫dònghuà,動畫dònghuà,1,7,
情操qíngcāo,情操qíngcāo,1,7,
因素yīnsù,因素yīnsù,1,5,
戶hù,戶hù,1,2,
工作室gōngzuòshì,工作室gōngzuòshì,1,10,
音樂劇yīnlèjù,音樂劇yīnlèjù,1,7,
溫泉關wēnquánguān,溫泉關wēnquánguān,1,11,
事物shìwù,事物shìwù,1,5,
酒店jiǔdiàn,酒店jiǔdiàn,1,7,
新生兒xīnshēngér,新生兒xīnshēngér,1,10,
人家rénjiā,人家rénjiā,1,6,
製片人zhìpiànrén,製片人zhìpiànrén,1,10,
結jié,結jié,1,3,
姍姍來遲shānshānláichí,姍姍來遲shānshānláichí,1,14,
綠野lǜyě,綠野lǜyě,1,4,
待命區dàimìngqū,待命區dàimìngqū,1,9,
尷尬gāngà,尷尬gāngà,1,5,
類似lèishì,類似lèishì,1,6,
打算dǎsuàn,打算dǎsuàn,1,6,
仙踪xiānzōng,仙踪xiānzōng,1,8,
避免bìmiǎn,避免bìmiǎn,1,6,
扭轉niǔzhuǎn,扭轉niǔzhuǎn,1,8,
驅逐qūzhú,驅逐qūzhú,1,5,
長遠zhǎngyuǎn,長遠zhǎngyuǎn,1,9,
經jīng,經jīng,1,4,
臥底wòdǐ,臥底wòdǐ,1,4,
薩爾茲堡sàěrzībǎo,薩爾茲堡sàěrzībǎo,1,9,
請願qǐngyuàn,請願qǐngyuàn,1,8,
暗示ànshì,暗示ànshì,1,5,
格局géjú,格局géjú,1,4,
大主教dàzhǔjiào,大主教dàzhǔjiào,1,9,
戰zhàn,戰zhàn,1,4,
光棍guānggùn,光棍guānggùn,1,8,
遞交dìjiāo,遞交dìjiāo,1,6,
裁判所cáipànsuǒ,裁判所cáipànsuǒ,1,9,
靜態jìngtài,靜態jìngtài,1,7,
上海shànghǎi,上海shànghǎi,1,8,
套tào,套tào,1,3,
理想lǐxiǎng,理想lǐxiǎng,1,7,
緣yuán,緣yuán,1,4,
願景yuànjǐng,願景yuànjǐng,1,8,
萊尼láiní,萊尼láiní,1,5,
靈巧língqiǎo,靈巧língqiǎo,1,8,
防禦fángyù,防禦fángyù,1,6,
教徒jiàotú,教徒jiàotú,1,6,
機動性jīdòngxìng,機動性jīdòngxìng,1,10,
多樣性duōyàngxìng,多樣性duōyàngxìng,1,11,
居住區jūzhùqū,居住區jūzhùqū,1,7,
南京nánjīng,南京nánjīng,1,7,
拜訪bàifǎng,拜訪bàifǎng,1,7,
騎兵qíbīng,騎兵qíbīng,1,6,
同盟國tóngméngguó,同盟國tóngméngguó,1,11,
廣州guǎngzhōu,廣州guǎngzhōu,1,9,
效果xiàoguǒ,效果xiàoguǒ,1,7,
簡單jiǎndān,簡單jiǎndān,1,7,
環球huánqiú,環球huánqiú,1,7,
顯示器xiǎnshìqì,顯示器xiǎnshìqì,1,9,
迫pò,迫pò,1,2,
在世zàishì,在世zàishì,1,6,
語音yǔyīn,語音yǔyīn,1,5,
伊蓮娜yīliánnà,伊蓮娜yīliánnà,1,8,
遇見yùjiàn,遇見yùjiàn,1,6,
瓶píng,瓶píng,1,4,
居住權jūzhùquán,居住權jūzhùquán,1,9,
日出rìchū,日出rìchū,1,5,
視而不見shìérbùjiàn,視而不見shìérbùjiàn,1,11,
拍攝pāishè,拍攝pāishè,1,6,
亞太yàtài,亞太yàtài,1,5,
升起shēngqǐ,升起shēngqǐ,1,7,
指令zhǐlìng,指令zhǐlìng,1,7,
邁向màixiàng,邁向màixiàng,1,8,
一千萬yīqiānwàn,一千萬yīqiānwàn,1,9,
科羅娜kēluónà,科羅娜kēluónà,1,7,
指引zhǐyǐn,指引zhǐyǐn,1,6,
哈默史密斯hāmòshǐmìsī,哈默史密斯hāmòshǐmìsī,1,11,
海因里希hǎiyīnlǐxī,海因里希hǎiyīnlǐxī,1,10,
跑道pǎodào,跑道pǎodào,1,6,
克雷默kèléimò,克雷默kèléimò,1,7,
七百五十萬qībǎiwǔshíwàn,七百五十萬qībǎiwǔshíwàn,1,13,
霍默huòmò,霍默huòmò,1,5,
劍術jiànshù,劍術jiànshù,1,7,
錢德勒qiándélēi,錢德勒qiándélēi,1,9,
分辨率fēnbiànlǜ,分辨率fēnbiànlǜ,1,9,
長久zhǎngjiǔ,長久zhǎngjiǔ,1,8,
征服戰zhēngfúzhàn,征服戰zhēngfúzhàn,1,11,
基因jīyīn,基因jīyīn,1,5,
重兵zhòngbīng,重兵zhòngbīng,1,9,
巴斯bāsī,巴斯bāsī,1,4,
索爾suǒěr,索爾suǒěr,1,5,
著作zhezuò,著作zhezuò,1,6,
創造chuàngzào,創造chuàngzào,1,9,
祖先zǔxiān,祖先zǔxiān,1,6,
教義jiàoyì,教義jiàoyì,1,6,
格德gédé,格德gédé,1,4,
盧本巴希lúběnbāxī,盧本巴希lúběnbāxī,1,9,
整合zhěnghé,整合zhěnghé,1,7,
深入shēnrù,深入shēnrù,1,6,
威勒wēilēi,威勒wēilēi,1,6,
取決qǔjué,取決qǔjué,1,5,
比爾bǐěr,比爾bǐěr,1,4,
龐大pángdà,龐大pángdà,1,6,
高海拔gāohǎibá,高海拔gāohǎibá,1,8,
定義dìngyì,定義dìngyì,1,6,
母子mǔzi,母子mǔzi,1,4,
掙扎zhēngzhā,掙扎zhēngzhā,1,8,
刻畫kèhuà,刻畫kèhuà,1,5,
召集zhàojí,召集zhàojí,1,6,
守護shǒuhù,守護shǒuhù,1,6,
炎熱yánrè,炎熱yánrè,1,5,
欠佳qiànjiā,欠佳qiànjiā,1,7,
女皇nǚhuáng,女皇nǚhuáng,1,7,
心裡xīnlǐ,心裡xīnlǐ,1,5,
思想sīxiǎng,思想sīxiǎng,1,7,
葉卡捷琳娜yèkǎjiélínnà,葉卡捷琳娜yèkǎjiélínnà,1,12,
赫爾勒hèěrlēi,赫爾勒hèěrlēi,1,7,
過往guòwǎng,過往guòwǎng,1,7,
剛果gāngguǒ,剛果gāngguǒ,1,7,
槌chuí,槌chuí,1,4,
重騎兵zhòngqíbīng,重騎兵zhòngqíbīng,1,11,
指標zhǐbiāo,指標zhǐbiāo,1,7,
有生yǒushēng,有生yǒushēng,1,8,
威廉wēilián,威廉wēilián,1,7,
天文台tiānwéntái,天文台tiānwéntái,1,10,
占領zhànlǐng,占領zhànlǐng,1,8,
中間zhōngjiān,中間zhōngjiān,1,9,
大使館dàshǐguǎn,大使館dàshǐguǎn,1,9,
期待qīdài,期待qīdài,1,5,
則徐zéxú,則徐zéxú,1,4,
消滅xiāomiè,消滅xiāomiè,1,7,
羅曼諾夫luómànnuòfū,羅曼諾夫luómànnuòfū,1,11,
西班牙裔xībānyáyì,西班牙裔xībānyáyì,1,9,
珍珠港zhēnzhūgǎng,珍珠港zhēnzhūgǎng,1,11,
林lín,林lín,1,3,
渴望kěwàng,渴望kěwàng,1,6,
亞加亞yàjiāyà,亞加亞yàjiāyà,1,7,
湖hú,湖hú,1,2,
常染色chángrǎnsè,常染色chángrǎnsè,1,10,
體tǐ,體tǐ,1,2,
有悖yǒubèi,有悖yǒubèi,1,6,
影業yǐngyè,影業yǐngyè,1,6,
幸運兔xìngyùntù,幸運兔xìngyùntù,1,9,
昭和zhāohé,昭和zhāohé,1,6,
無比wúbǐ,無比wúbǐ,1,4,
影響力yǐngxiǎnglì,影響力yǐngxiǎnglì,1,11,
中止zhōngzhǐ,中止zhōngzhǐ,1,8,
往來wǎnglái,往來wǎnglái,1,7,
公報gōngbào,公報gōngbào,1,7,
離任lírèn,離任lírèn,1,5,
相遇xiāngyù,相遇xiāngyù,1,7,
信號燈xìnhàodēng,信號燈xìnhàodēng,1,10,
改良gǎiliáng,改良gǎiliáng,1,8,
緊湊jǐncòu,緊湊jǐncòu,1,6,
該處gāichù,該處gāichù,1,6,
佐科維zuǒkēwéi,佐科維zuǒkēwéi,1,8,
就職jiùzhí,就職jiùzhí,1,6,
困惑kùnhuò,困惑kùnhuò,1,6,
諡號shìhào,諡號shìhào,1,6,
漫步mànbù,漫步mànbù,1,5,
大獲dàhuò,大獲dàhuò,1,5,
民眾mínzhòng,民眾mínzhòng,1,8,
激勵jīlì,激勵jīlì,1,4,
長度zhǎngdù,長度zhǎngdù,1,7,
神聖shénshèng,神聖shénshèng,1,9,
通用tōngyòng,通用tōngyòng,1,8,
奈斯托斯河nàisītuōsīhé,奈斯托斯河nàisītuōsīhé,1,12,
餘部yúbù,餘部yúbù,1,4,
測量cèliàng,測量cèliàng,1,7,
印尼yìnní,印尼yìnní,1,5,
墜入zhuìrù,墜入zhuìrù,1,6,
評píng,評píng,1,4,
葛拉德gélādé,葛拉德gélādé,1,6,
段落duànluò,段落duànluò,1,7,
佛羅倫薩fúluólúnsà,佛羅倫薩fúluólúnsà,1,10,
可觀kěguān,可觀kěguān,1,6,
歌劇gējù,歌劇gējù,1,4,
自傳zìchuán,自傳zìchuán,1,7,
飲料yǐnliào,飲料yǐnliào,1,7,
正日zhèngrì,正日zhèngrì,1,7,
利潤lìrùn,利潤lìrùn,1,5,
包圍bāowéi,包圍bāowéi,1,6,
中東zhōngdōng,中東zhōngdōng,1,9,
波多黎各bōduōlígè,波多黎各bōduōlígè,1,9,
戰線zhànxiàn,戰線zhànxiàn,1,8,
麥斯塔河màisītǎhé,麥斯塔河màisītǎhé,1,9,
後古典hòugǔdiǎn,後古典hòugǔdiǎn,1,9,
碳酸tànsuān,碳酸tànsuān,1,7,
機器jīqì,機器jīqì,1,4,
尤卡坦yóukǎtǎn,尤卡坦yóukǎtǎn,1,8,
金屬jīnshǔ,金屬jīnshǔ,1,6,
美塞尼亞měisāiníyà,美塞尼亞měisāiníyà,1,10,
伯羅奔尼撒bóluóbēnnísā,伯羅奔尼撒bóluóbēnnísā,1,12,
重要性zhòngyàoxìng,重要性zhòngyàoxìng,1,12,
溶róng,溶róng,1,4,
叫jiào,叫jiào,1,4,
評選píngxuǎn,評選píngxuǎn,1,8,
油價yóujià,油價yóujià,1,6,
塞法迪sāifǎdí,塞法迪sāifǎdí,1,7,
尤多約夫yóuduōyuēfū,尤多約夫yóuduōyuēfū,1,11,
控制員kòngzhìyuán,控制員kòngzhìyuán,1,11,
習俗xísú,習俗xísú,1,4,
近代jìndài,近代jìndài,1,6,
曼德爾màndéěr,曼德爾màndéěr,1,7,
查爾斯cháěrsī,查爾斯cháěrsī,1,7,
小金人xiǎojīnrén,小金人xiǎojīnrén,1,10,
惠勒斯蒂芬huìlēisīdìfēn,惠勒斯蒂芬huìlēisīdìfēn,1,13,
基普林jīpǔlín,基普林jīpǔlín,1,7,
大金人dàjīnrén,大金人dàjīnrén,1,8,
三十九sānshíjiǔ,三十九sānshíjiǔ,1,9,
道明會dàomínghuì,道明會dàomínghuì,1,10,
成就獎chéngjiùjiǎng,成就獎chéngjiùjiǎng,1,13,
更高gènggāo,更高gènggāo,1,7,
終身zhōngshēn,終身zhōngshēn,1,9,
夏至xiàzhì,夏至xiàzhì,1,6,
習慣xíguàn,習慣xíguàn,1,6,
荷蘭人hélánrén,荷蘭人hélánrén,1,8,
產權chǎnquán,產權chǎnquán,1,8,
紀元jìyuán,紀元jìyuán,1,6,
心理學xīnlǐxué,心理學xīnlǐxué,1,8,
內地nèide dì,內地nèide dì,1,8,
朝代cháodài,朝代cháodài,1,7,
抱有bàoyǒu,抱有bàoyǒu,1,6,
此刻cǐkè,此刻cǐkè,1,4,
同情心tóngqíngxīn,同情心tóngqíngxīn,1,11,
外國人wàiguórén,外國人wàiguórén,1,9,
天津tiānjīn,天津tiānjīn,1,7,
奧斯瓦àosīwǎ,奧斯瓦àosīwǎ,1,6,
匯集huìjí,匯集huìjí,1,5,
禮貌lǐmào,禮貌lǐmào,1,5,
嚴厲yánlì,嚴厲yánlì,1,5,
蘇比安托sūbǐāntuō,蘇比安托sūbǐāntuō,1,9,
葡萄牙pútáoyá,葡萄牙pútáoyá,1,7,
普拉博沃pǔlābówò,普拉博沃pǔlābówò,1,8,
商務shāngwù,商務shāngwù,1,7,
稍微shāowēi,稍微shāowēi,1,7,
傾斜角qīngxiéjiǎo,傾斜角qīngxiéjiǎo,1,11,
愛河àihé,愛河àihé,1,4,
最小zuìxiǎo,最小zuìxiǎo,1,7,
除去chúqù,除去chúqù,1,5,
給出gěichū,給出gěichū,1,6,
高精度gāojīngdù,高精度gāojīngdù,1,9,
姓xìng,姓xìng,1,4,
秋分qiūfēn,秋分qiūfēn,1,6,
皇室huángshì,皇室huángshì,1,8,
修葺xiūqì,修葺xiūqì,1,5,
校服xiàofú,校服xiàofú,1,6,
直呼zhíhū,直呼zhíhū,1,5,
素可泰sùkětài,素可泰sùkětài,1,7,
用品yòngpǐn,用品yòngpǐn,1,7,
取出qǔchū,取出qǔchū,1,5,
取款機qǔkuǎnjī,取款機qǔkuǎnjī,1,8,
自動zìdòng,自動zìdòng,1,6,
春分chūnfēn,春分chūnfēn,1,7,
卡kǎ,卡kǎ,1,2,
顯得xiǎndé,顯得xiǎndé,1,6,
跡象jīxiàng,跡象jīxiàng,1,7,
冬至dōngzhì,冬至dōngzhì,1,7,
本書běnshū,本書běnshū,1,6,
周刊zhōukān,周刊zhōukān,1,7,
感染gǎnrǎn,感染gǎnrǎn,1,6,
選票xuǎnpiào,選票xuǎnpiào,1,8,
花園huāyuán,花園huāyuán,1,7,
水族館shuǐzúguǎn,水族館shuǐzúguǎn,1,10,
舊金山人jiùjīnshānrén,舊金山人jiùjīnshānrén,1,13,
放鬆fàngsōng,放鬆fàngsōng,1,8,
舊金山jiùjīnshān,舊金山jiùjīnshān,1,10,
芳草地fāngcǎode dì,芳草地fāngcǎode dì,1,12,
莫斯克尼mòsīkèní,莫斯克尼mòsīkèní,1,8,
頂部dǐngbù,頂部dǐngbù,1,6,
路德lùdé,路德lùdé,1,4,
急劇jíjù,急劇jíjù,1,4,
下滑xiàhuá,下滑xiàhuá,1,6,
工黨gōngdǎng,工黨gōngdǎng,1,8,
順序shùnxù,順序shùnxù,1,6,
植物園zhíwùyuán,植物園zhíwùyuán,1,9,
熱烈rèliè,熱烈rèliè,1,5,
總理zǒnglǐ,總理zǒnglǐ,1,6,
伊斯坦堡yīsītǎnbǎo,伊斯坦堡yīsītǎnbǎo,1,10,
博斯普魯斯bósīpǔlǔsī,博斯普魯斯bósīpǔlǔsī,1,10,
阻礙zǔài,阻礙zǔài,1,4,
轉運zhuǎnyùn,轉運zhuǎnyùn,1,8,
黑海hēihǎi,黑海hēihǎi,1,6,
戰艦zhànjiàn,戰艦zhànjiàn,1,8,
遺址yízhǐ,遺址yízhǐ,1,5,
紅銅hóngtóng,紅銅hóngtóng,1,8,
木乃伊mùnǎiyī,木乃伊mùnǎiyī,1,7,
冰人bīngrén,冰人bīngrén,1,7,
天文館tiānwénguǎn,天文館tiānwénguǎn,1,11,
金門jīnmén,金門jīnmén,1,6,
迴避huíbì,迴避huíbì,1,5,
接管jiēguǎn,接管jiēguǎn,1,7,
特蕾莎tèlěishā,特蕾莎tèlěishā,1,8,
大台階dàtáijiē,大台階dàtáijiē,1,8,
吸引xīyǐn,吸引xīyǐn,1,5,
各樣gèyàng,各樣gèyàng,1,6,
裝有zhuāngyǒu,裝有zhuāngyǒu,1,9,
消防xiāofáng,消防xiāofáng,1,8,
報警bàojǐng,報警bàojǐng,1,7,
信號xìnhào,信號xìnhào,1,6,
電報diànbào,電報diànbào,1,7,
該區gāiqū,該區gāiqū,1,5,
木偶mùǒu,木偶mùǒu,1,4,
剩shèng,剩shèng,1,5,
戰末zhànmò,戰末zhànmò,1,6,
四千sìqiān,四千sìqiān,1,6,
符騰堡fúténgbǎo,符騰堡fúténgbǎo,1,9,
賣給màigěi,賣給màigěi,1,6,
製造商zhìzàoshāng,製造商zhìzàoshāng,1,11,
喬格qiáogé,喬格qiáogé,1,6,
萊辛巴哈láixīnbāhā,萊辛巴哈láixīnbāhā,1,10,
棉花廠miánhuāchǎng,棉花廠miánhuāchǎng,1,12,
彼得bǐdé,彼得bǐdé,1,4,
舊迴廊jiùhuíláng,舊迴廊jiùhuíláng,1,10,
歷史性lìshǐxìng,歷史性lìshǐxìng,1,9,
市政廳shìzhèngtīng,市政廳shìzhèngtīng,1,12,
修補xiūbǔ,修補xiūbǔ,1,5,
大家dàjiā,大家dàjiā,1,5,
奧茲àozī,奧茲àozī,1,4,
山上shānshàng,山上shānshàng,1,9,
鍍銅dùtóng,鍍銅dùtóng,1,6,
電信diànxìn,電信diànxìn,1,7,
國guó,國guó,1,3,
平等píngděng,平等píngděng,1,8,
君主制jūnzhǔzhì,君主制jūnzhǔzhì,1,9,
迪希邦登堡díxībāngdēngbǎo,迪希邦登堡díxībāngdēngbǎo,1,15,
解散jiěsàn,解散jiěsàn,1,6,
如今rújīn,如今rújīn,1,5,
廣闊guǎngkuò,廣闊guǎngkuò,1,8,
魯帕斯堡lǔpàsībǎo,魯帕斯堡lǔpàsībǎo,1,9,
流離失所liúlíshīsuǒ,流離失所liúlíshīsuǒ,1,11,
修女們xiūnǚmen,修女們xiūnǚmen,1,8,
艾賓根àibīngēn,艾賓根àibīngēn,1,8,
重建zhòngjiàn,重建zhòngjiàn,1,9,
簽qiān,簽qiān,1,4,
農村nóngcūn,農村nóngcūn,1,7,
拜登bàidēng,拜登bàidēng,1,7,
梅爾丁根méiěrdīnggēn,梅爾丁根méiěrdīnggēn,1,12,
住到zhùdào,住到zhùdào,1,6,
街道賽jiēdàosài,街道賽jiēdàosài,1,9,
烏爾里希wūěrlǐxī,烏爾里希wūěrlǐxī,1,8,
追逐zhuīzhú,追逐zhuīzhú,1,7,
塊kuài,塊kuài,1,4,
金牌jīnpái,金牌jīnpái,1,6,
不快bùkuài,不快bùkuài,1,6,
乎hū,乎hū,1,2,
血跡xuèjī,血跡xuèjī,1,5,
謀殺案móushāàn,謀殺案móushāàn,1,8,
弗朗茨fúlǎngcí,弗朗茨fúlǎngcí,1,8,
協約xiéyuē,協約xiéyuē,1,6,
匈xiōng,匈xiōng,1,5,
施壓shīyā,施壓shīyā,1,5,
嚴重性yánzhòngxìng,嚴重性yánzhòngxìng,1,12,
凡爾賽fáněrsài,凡爾賽fáněrsài,1,8,
驚恐jīngkǒng,驚恐jīngkǒng,1,8,
麵包miànbāo,麵包miànbāo,1,7,
高漲gāozhǎng,高漲gāozhǎng,1,8,
供應gōngyīng,供應gōngyīng,1,8,
沮喪jǔsàng,沮喪jǔsàng,1,6,
逃跑táopǎo,逃跑táopǎo,1,6,
不夠bùgòu,不夠bùgòu,1,5,
謹慎jǐnshèn,謹慎jǐnshèn,1,7,
認rèn,認rèn,1,3,
讚美詩zànměishī,讚美詩zànměishī,1,9,
返場fǎnchǎng,返場fǎnchǎng,1,8,
屆jiè,屆jiè,1,3,
到此dàocǐ,到此dàocǐ,1,5,
新發展xīnfāzhǎn,新發展xīnfāzhǎn,1,9,
蘇伊士sūyīshì,蘇伊士sūyīshì,1,7,
大英dàyīng,大英dàyīng,1,6,
局限júxiàn,局限júxiàn,1,6,
國社黨guóshèdǎng,國社黨guóshèdǎng,1,10,
各處gèchù,各處gèchù,1,5,
贏回yínghuí,贏回yínghuí,1,7,
芬蘭fēnlán,芬蘭fēnlán,1,6,
波羅的海bōluódehǎi,波羅的海bōluódehǎi,1,10,
諸國zhūguó,諸國zhūguó,1,6,
回應huíyīng,回應huíyīng,1,7,
廣場guǎngchǎng,廣場guǎngchǎng,1,10,
科隆kēlóng,科隆kēlóng,1,6,
亞馬遜yàmǎxùn,亞馬遜yàmǎxùn,1,7,
司機sījī,司機sījī,1,4,
讀心dúxīn,讀心dúxīn,1,5,
頭盔tóukuī,頭盔tóukuī,1,6,
實例shílì,實例shílì,1,5,
羅西luóxī,羅西luóxī,1,5,
擬人nǐrén,擬人nǐrén,1,5,
機器人jīqìrén,機器人jīqìrén,1,7,
回報huíbào,回報huíbào,1,6,
董事會dǒngshìhuì,董事會dǒngshìhuì,1,10,
前所未有qiánsuǒwèiyǒu,前所未有qiánsuǒwèiyǒu,1,13,
華爾街huáěrjiē,華爾街huáěrjiē,1,8,
矽谷xìgǔ,矽谷xìgǔ,1,4,
美孚měifú,美孚měifú,1,5,
扎克伯格zhākèbógé,扎克伯格zhākèbógé,1,9,
第四dìsì,第四dìsì,1,4,
