,word,frequency,length,romanized_form
笑う,笑う,1,5,Warau
オフィス,オフィス,1,5,Ohisu
ランドスケープ,ランドスケープ,1,12,Randosukeepu
布,布,1,4,Nuno
多用,多用,1,5,Tayou
ウィントー,ウィントー,1,6,In too
しばし,しばし,1,6,Sibasi
サングラス,サングラス,1,9,Sangurasu
従事,従事,1,6,Zyuuzi
罰,罰,1,4,Batu
たかっ,たかっ,1,4,Taka
聖職,聖職,1,8,Seisyoku
正しかっ,正しかっ,1,8,Tadasika
取り戻す,取り戻す,1,10,Torimodosu
当て,当て,1,3,Ate
チャンス,チャンス,1,6,Tyansu
スポットライト,スポットライト,1,12,Supottoraito
後戻り,後戻り,1,9,Atomodori
望み,望み,1,6,Nozomi
合わせる,合わせる,1,7,Awaseru
適さ,適さ,1,6,Tekisa
柔らか,柔らか,1,8,Yawaraka
さばき,さばき,1,6,Sabaki
持ち合わせ,持ち合わせ,1,9,Motiawase
中傷,中傷,1,8,Tyuusyou
前進,前進,1,6,Zensin
立ち向かわ,立ち向かわ,1,10,Tatimukawa
マイノリティ,マイノリティ,1,9,Mainoriti
走ら,走ら,1,6,Hasira
サポーター,サポーター,1,8,Sapootaa
走っ,走っ,1,4,Hasi
こ,こ,1,2,Ko
まるで,まるで,1,6,Marude
マント,マント,1,5,Manto
時分,時分,1,5,Zibun
前後,前後,1,5,Zengo
是認,是認,1,5,Zenin
デリー,デリー,1,5,Derii
バダープール,バダープール,1,10,Badaapuuru
火力,火力,1,7,Karyoku
疼痛,疼痛,1,6,Toutuu
癒し,癒し,1,5,Iyasi
ブッシュ,ブッシュ,1,6,Bussyu
ハウス,ハウス,1,5,Hausu
ワールド,ワールド,1,7,Waarudo
会う,会う,1,2,Au
カウンセラー,カウンセラー,1,9,Kaunseraa
悲しい,悲しい,1,7,Kanasii
喜ば,喜ば,1,8,Yorokoba
ライ,ライ,1,3,Rai
現し,現し,1,7,Arawasi
書き込み,書き込み,1,8,Kakikomi
姿,姿,1,6,Sugata
らしい,らしい,1,5,Rasii
サイド,サイド,1,5,Saido
メラニア,メラニア,1,7,Merania
さん,さん,1,3,San
みな,みな,1,4,Mina
ひっくり返っ,ひっくり返っ,1,10,Hikkurikae
弾い,弾い,1,3,Hii
罰金,罰金,1,6,Bakkin
ナチス,ナチス,1,6,Natisu
角,角,1,4,Kado
スカーフ,スカーフ,1,7,Sukaahu
ジーンズ,ジーンズ,1,6,Ziinzu
詰まる,詰まる,1,6,Tumaru
訴えかける,訴えかける,1,11,Uttaekakeru
よそ,よそ,1,4,Yoso
喉,喉,1,4,Nodo
巡り合う,巡り合う,1,8,Meguriau
毎日,毎日,1,7,Mainiti
瞬間,瞬間,1,7,Syunkan
めった,めった,1,5,Metta
ヘルス,ヘルス,1,6,Herusu
ホスピタル,ホスピタル,1,10,Hosupitaru
コーポレーション,コーポレーション,1,12,Kooporeesyon
アンバサダー,アンバサダー,1,9,Anbasadaa
ハーバード,ハーバード,1,8,Haabaado
ビジネス,ビジネス,1,8,Bizinesu
スクール,スクール,1,7,Sukuuru
立場,立場,1,6,Tatiba
中産,中産,1,7,Tyuusan
ただ,ただ,1,4,Tada
スモッグ,スモッグ,1,7,Sumoggu
有毒,有毒,1,7,Yuudoku
ラグビー,ラグビー,1,7,Ragubii
テキスト,テキスト,1,8,Tekisuto
項目,項目,1,7,Koumoku
鍛え,鍛え,1,5,Kitae
調子,調子,1,6,Tyousi
良かっ,良かっ,1,4,Yoka
ギルボー,ギルボー,1,7,Giruboo
目の当たり,目の当たり,1,9,Manoatari
不安,不安,1,4,Huan
ミセス,ミセス,1,6,Misesu
強硬,強硬,1,7,Kyoukou
展望,展望,1,6,Tenbou
アップ,アップ,1,4,Appu
疲れ,疲れ,1,6,Tukare
低減,低減,1,6,Teigen
軟化,軟化,1,5,Nanka
拷問,拷問,1,6,Goumon
賛成,賛成,1,6,Sansei
話し,話し,1,6,Hanasi
パスワード,パスワード,1,9,Pasuwaado
苦労,苦労,1,5,Kurou
真,真,1,2,Ma
一連,一連,1,6,Itiren
ディーン,ディーン,1,4,Diin
モーガン,モーガン,1,7,Moo gan
ガイ,ガイ,1,3,Gai
知れ,知れ,1,4,Sire
ユーラシア,ユーラシア,1,8,Yuurasia
エッセイ,エッセイ,1,5,Essei
海底,海底,1,6,Kaitei
沿い,沿い,1,3,Zoi
巡る,巡る,1,6,Meguru
人脈,人脈,1,8,Zinmyaku
ブルックス,ブルックス,1,9,Burukkusu
選ぶ,選ぶ,1,5,Erabu
原稿,原稿,1,6,Genkou
大衆,大衆,1,7,Taisyuu
恭愍,恭愍,1,6,Kyou ?
せよ,せよ,1,4,Seyo
ついに,ついに,1,5,Tuini
高麗,高麗,1,6,Kourai
守る,守る,1,6,Mamoru
切削,切削,1,7,Sessaku
素朴,素朴,1,6,Soboku
ピクニック,ピクニック,1,9,Pikunikku
ベンチ,ベンチ,1,5,Benti
小道,小道,1,6,Komiti
伴い,伴い,1,7,Tomonai
鋼,鋼,1,3,Kou
航海,航海,1,6,Koukai
探す,探す,1,6,Sagasu
海路,海路,1,5,Kairo
クライド,クライド,1,7,Kuraido
あたらしい,あたらしい,1,8,Atarasii
食品,食品,1,8,Syokuhin
加工,加工,1,5,Kakou
電気,電気,1,5,Denki
設備,設備,1,6,Setubi
後半,後半,1,6,Kouhan
足,足,1,3,Asi
踏み入れ,踏み入れ,1,7,Humiire
カリブス,カリブス,1,9,Kari busu
由来,由来,1,5,Yurai
アンティリャス,アンティリャス,1,9,Antiryasu
シー,シー,1,3,Sii
ジ,ジ,1,2,Zi
アンティレス,アンティレス,1,9,Anti resu
共通,共通,1,7,Kyoutuu
工業,工業,1,7,Kougyou
造船,造船,1,6,Zousen
北側,北側,1,8,Kitagawa
南海,南海,1,6,Nankai
パナマ,パナマ,1,6,Panama
南側,南側,1,10,Minamigawa
急激,急激,1,8,Kyuugeki
築か,築か,1,6,Kizuka
地元,地元,1,6,Zimoto
オズボーン,オズボーン,1,7,Ozuboon
アムル,アムル,1,5,Amuru
チューニップ,チューニップ,1,10,Tyuu nippu
泣き,泣き,1,4,Naki
ヤジディ,ヤジディ,1,6,Yazidi
経過,経過,1,5,Keika
着用,着用,1,8,Tyakuyou
面倒,面倒,1,6,Mendou
胴,胴,1,3,Dou
よろい,よろい,1,6,Yoro i
装着,装着,1,8,Soutyaku
行く,行く,1,3,Iku
アンティパス,アンティパス,1,9,Anti pasu
ヘロディアス,ヘロディアス,1,9,Herodiasu
刑務,刑務,1,5,Keimu
エルサレム,エルサレム,1,9,Erusaremu
ピラト,ピラト,1,6,Pirato
イエス,イエス,1,4,Iesu
試練,試練,1,5,Siren
新約,新約,1,8,Sin'yaku
コリント,コリント,1,7,Korinto
例外,例外,1,6,Reigai
戻り,戻り,1,6,Modori
行え,行え,1,6,Gyou e
公共,公共,1,7,Koukyou
包囲,包囲,1,4,Houi
ファロン,ファロン,1,5,Haron
マイケル,マイケル,1,7,Maikeru
見なし,見なし,1,6,Minasi
総統,総統,1,6,Soutou
袁,袁,1,2,En
世凱,世凱,1,6,Seigai
後継,後継,1,6,Koukei
蒙古,蒙古,1,5,Mouko
急い,急い,1,4,Isoi
捕えよう,捕えよう,1,8,Toraeyou
ラメセス,ラメセス,1,8,Ramesesu
戦術,戦術,1,8,Senzyutu
確か,確か,1,6,Tasika
スピーカー,スピーカー,1,8,Supiikaa
ブレステッド,ブレステッド,1,11,Buresuteddo
学術,学術,1,9,Gakuzyutu
再現,再現,1,6,Saigen
解雇,解雇,1,5,Kaiko
称賛,称賛,1,7,Syousan
赤,赤,1,3,Aka
物資,物資,1,5,Bussi
印刷,印刷,1,6,Insatu
鉱業,鉱業,1,7,Kougyou
観光,観光,1,6,Kankou
慣行,慣行,1,6,Kankou
バッテリ,バッテリ,1,7,Batteri
悪,悪,1,3,Aku
度合い,度合い,1,4,Doai
軽減,軽減,1,6,Keigen
侵食,侵食,1,8,Sinsyoku
塩類,塩類,1,5,Enrui
圧縮,圧縮,1,7,Assyuku
栄養,栄養,1,5,Eiyou
素,素,1,2,So
枯渇,枯渇,1,6,Kokatu
劣化,劣化,1,5,Rekka
性的,性的,1,7,Seiteki
暴力,暴力,1,8,Bouryoku
烙印,烙印,1,6,Rakuin
押さ,押さ,1,3,Osa
群,群,1,3,Gun
北米,北米,1,7,Hokubei
併せ,併せ,1,5,Awase
赤ちゃん,赤ちゃん,1,7,Akatyan
西,西,1,4,Nisi
大西,大西,1,6,Oonisi
具合,具合,1,4,Guai
脆弱,脆弱,1,8,Zeizyaku
火付け,火付け,1,6,Hituke
自社,自社,1,5,Zisya
冷える,冷える,1,5,Hieru
惨事,惨事,1,5,Sanzi
爆発,爆発,1,8,Bakuhatu
起こさ,起こさ,1,5,Okosa
変容,変容,1,7,Hen'you
野生,野生,1,5,Yasei
サード,サード,1,5,Saado
開拓,開拓,1,7,Kaitaku
東部,東部,1,5,Toubu
メラネシア,メラネシア,1,9,Meranesia
ケンタッキー,ケンタッキー,1,9,Kentakkii
インディアナ,インディアナ,1,7,Indiana
農家,農家,1,5,Nouka
家具,家具,1,4,Kagu
大工,大工,1,5,Daiku
洪水,洪水,1,6,Kouzui
干ばつ,干ばつ,1,7,Kanbatu
不作,不作,1,6,Husaku
病気,病気,1,6,Byouki
まん延,まん延,1,6,Man'en
水質,水質,1,7,Suisitu
名付け,名付け,1,6,Nazuke
遠隔,遠隔,1,6,Enkaku
英,英,1,2,Ei
細かい,細かい,1,7,Komakai
まれ,まれ,1,4,Mare
吹き,吹き,1,4,Huki
始める,始める,1,8,Hazimeru
微,微,1,2,Bi
振動,振動,1,6,Sindou
風速,風速,1,7,Huusoku
速い,速い,1,5,Hayai
気流,気流,1,6,Kiryuu
舞い上がり,舞い上がり,1,8,Maiagari
落ちる,落ちる,1,5,Otiru
飛び交う,飛び交う,1,7,Tobikau
ぶつかり,ぶつかり,1,8,Butukari
連鎖,連鎖,1,5,Rensa
肥満,肥満,1,5,Himan
雷雨,雷雨,1,4,Raiu
カイロ,カイロ,1,5,Kairo
ゲズィーラ,ゲズィーラ,1,7,Geziira
島内,島内,1,6,Tounai
確約,確約,1,8,Kakuyaku
ネバダ,ネバダ,1,6,Nebada
海軍,海軍,1,6,Kaigun
吹き飛ばさ,吹き飛ばさ,1,10,Hukitobasa
現象,現象,1,7,Gensyou
道路,道路,1,5,Douro
草木,草木,1,6,Kusaki
ケイラ,ケイラ,1,5,Keira
免責,免責,1,7,Menseki
昼間,昼間,1,6,Hiruma
高温,高温,1,5,Kouon
氷点,氷点,1,7,Hyouten
数千,数千,1,6,Suusen
倍,倍,1,3,Bai
盗ん,盗ん,1,5,Nusun
繁栄,繁栄,1,6,Han'ei
下水,下水,1,5,Gesui
道,道,1,4,Miti
ゴミ捨て,ゴミ捨て,1,8,Gomisute
並,並,1,4,Nami
悪化,悪化,1,4,Akka
キエラ,キエラ,1,5,Kiera
サリアンヌ,サリアンヌ,1,8,Sariannu
アトキンソン,アトキンソン,1,9,Atokinson
イヤー,イヤー,1,4,Iyaa
ナイトレイ,ナイトレイ,1,9,Nai torei
リバー,リバー,1,5,Ribaa
砂,砂,1,4,Suna
閏月,閏月,1,8,Zyungetu
金曜,金曜,1,7,Kin'you
余裕,余裕,1,5,Yoyuu
憶測,憶測,1,7,Okusoku
夏至,夏至,1,4,Gesi
冬至,冬至,1,5,Touzi
春分,春分,1,7,Syunbun
秋分,秋分,1,7,Aki bun
日の出,日の出,1,6,Hinode
最小,最小,1,7,Saisyou
偏差,偏差,1,5,Hensa
合わせ,合わせ,1,5,Awase
太陰,太陰,1,5,Taiin
ユカタン,ユカタン,1,7,Yukatan
単に,単に,1,5,Tanni
ニュートン,ニュートン,1,7,Nyuuton
偶然,偶然,1,6,Guuzen
弱い,弱い,1,5,Yowai
段階,段階,1,6,Dankai
分断,分断,1,6,Bundan
カラカラ,カラカラ,1,8,Karakara
設け,設け,1,5,Mouke
ラッドヤード,ラッドヤード,1,11,Raddo yaado
美し,美し,1,7,Utukusi
感動,感動,1,6,Kandou
乗っ,乗っ,1,2,No
標示,標示,1,6,Hyouzi
観察,観察,1,7,Kansatu
太陽,太陽,1,6,Taiyou
台,台,1,3,Dai
努め,努め,1,6,Tutome
要請,要請,1,6,Yousei
くれる,くれる,1,6,Kureru
伺え,伺え,1,6,Ukagae
北方,北方,1,6,Hoppou
迎える,迎える,1,7,Mukaeru
取材,取材,1,6,Syuzai
名目,名目,1,7,Meimoku
ビバリーヒルズ,ビバリーヒルズ,1,13,Bibariihiruzu
ホテル,ホテル,1,6,Hoteru
誘わ,誘わ,1,6,Sasowa
ハプスブルク,ハプスブルク,1,13,Hapusu buruku
神聖,神聖,1,6,Sinsei
チャールズ,チャールズ,1,8,Tyaaruzu
熱意,熱意,1,5,Netui
取り組ん,取り組ん,1,7,Torikun
公妃,公妃,1,5,Kouhi
嘆願,嘆願,1,6,Tangan
提出,提出,1,8,Teisyutu
迫害,迫害,1,7,Hakugai
天文,天文,1,6,Tenmon
フローレンス,フローレンス,1,11,Huroo rensu
ガラード,ガラード,1,7,Garaado
出会い,出会い,1,4,Deai
給料,給料,1,8,Kyuuryou
低く,低く,1,6,Hikuku
明るい,明るい,1,6,Akarui
待っ,待っ,1,2,Ma
低,低,1,3,Tei
武力,武力,1,7,Buryoku
一因,一因,1,5,Itiin
緊張,緊張,1,7,Kintyou
解消,解消,1,7,Kaisyou
従来,従来,1,7,Zyuurai
調和,調和,1,6,Tyouwa
優位,優位,1,4,Yuui
形勢,形勢,1,6,Keisei
文節,文節,1,7,Bunsetu
退行,退行,1,6,Taikou
論ずる,論ずる,1,7,Ronzuru
ドミニコ,ドミニコ,1,8,Dominiko
ハインリッヒ,ハインリッヒ,1,9,Hainrihhi
クレイマー,クレイマー,1,8,Kureimaa
ザルツブルク,ザルツブルク,1,12,Zarutuburuku
司教,司教,1,6,Sikyou
助手,助手,1,6,Zyosyu
加わる,加わる,1,8,Kuwawaru
納得,納得,1,7,Nattoku
落ち,落ち,1,3,Oti
占める,占める,1,6,Simeru
スティーブン,スティーブン,1,8,Sutiibun
ウィーラー,ウィーラー,1,5,Iiraa
欲求,欲求,1,7,Yokkyuu
ラホール,ラホール,1,7,Rahooru
編,編,1,3,Hen
ガゼット,ガゼット,1,7,Gazetto
金瓶,金瓶,1,6,Kinpei
梅,梅,1,3,Ume
昔,昔,1,6,Mukasi
取り入れ,取り入れ,1,7,Toriire
孤独,孤独,1,6,Kodoku
心理,心理,1,5,Sinri
男子,男子,1,5,Dansi
カンジル,カンジル,1,7,Kanziru
確率,確率,1,8,Kakuritu
要因,要因,1,5,Youin
再度,再度,1,5,Saido
損失,損失,1,7,Sonsitu
収益,収益,1,7,Syuueki
解釈,解釈,1,8,Kaisyaku
言い,言い,1,2,Ii
毎年,毎年,1,7,Maitosi
サキブ,サキブ,1,6,Sakibu
計算,計算,1,6,Keisan
予言,予言,1,5,Yogen
沈括,沈括,1,7,Tinkatu
役人,役人,1,7,Yakunin
安石,安石,1,8,Yasu isi
感心,感心,1,6,Kansin
滞砂,滞砂,1,2,??
圏外,圏外,1,6,Kengai
ビアン,ビアン,1,4,Bian
プライス,プライス,1,7,Puraisu
駆使,駆使,1,4,Kusi
浚渫,浚渫,1,8,Syunsetu
アンドレ,アンドレ,1,6,Andore
特使,特使,1,6,Tokusi
宮廷,宮廷,1,7,Kyuutei
居間,居間,1,3,Ima
力量,力量,1,8,Rikiryou
アンジェル,アンジェル,1,7,An zeru
交渉,交渉,1,7,Kousyou
いき,いき,1,3,Iki
サレルノ,サレルノ,1,8,Sareruno
ティベリウス,ティベリウス,1,9,Tiberiusu
都度,都度,1,4,Tudo
ジュリアン,ジュリアン,1,7,Zyurian
不死,不死,1,4,Husi
命令,命令,1,6,Meirei
エア,エア,1,2,Ea
位相,位相,1,4,Isou
確定,確定,1,7,Kakutei
霧,霧,1,4,Kiri
ヌーベル,ヌーベル,1,7,Nuuberu
定住,定住,1,7,Teizyuu
砦,砦,1,6,Toride
ラチウム,ラチウム,1,7,Ratiumu
殺し,殺し,1,6,Korosi
メカニズム,メカニズム,1,10,Mekanizumu
統合,統合,1,6,Tougou
基盤,基盤,1,5,Kiban
押し付け,押し付け,1,7,Osituke
マットレス,マットレス,1,9,Mattoresu
知識,知識,1,6,Tisiki
トロイ,トロイ,1,5,Toroi
木馬,木馬,1,6,Mokuba
インスピレーション,インスピレーション,1,13,Insupireesyon
平凡,平凡,1,6,Heibon
老衰,老衰,1,6,Rousui
戦場,戦場,1,7,Senzyou
若く,若く,1,6,Wakaku
殺そう,殺そう,1,7,Korosou
明瞭,明瞭,1,7,Meiryou
こよみ,こよみ,1,6,Koyomi
カルナック,カルナック,1,9,Karunakku
碑文,碑文,1,5,Hibun
参考,参考,1,6,Sankou
テルアマルナ,テルアマルナ,1,13,Teru ama runa
パバルカル,パバルカル,1,10,Pabarukaru
ゲゼル,ゲゼル,1,6,Gezeru
誓っ,誓っ,1,4,Tika
通,通,1,5,Doori
出生,出生,1,8,Syussyou
生年,生年,1,8,Nama nen
月日,月日,1,7,Tuki hi
曜日,曜日,1,5,Youbi
該当,該当,1,6,Gaitou
猿,猿,1,4,Saru
周年,周年,1,7,Syuunen
当たる,当たる,1,5,Ataru
縁起,縁起,1,4,Engi
週日,週日,1,8,Syuuzitu
仏像,仏像,1,7,Butuzou
正月,正月,1,8,Syougatu
華人,華人,1,5,Kazin
饗宴,饗宴,1,6,Kyouen
寺院,寺院,1,4,Ziin
引き起こさ,引き起こさ,1,9,Hikiokosa
多かっ,多かっ,1,4,Ooka
戦火,戦火,1,5,Senka
了解,了解,1,7,Ryoukai
目指す,目指す,1,6,Mezasu
望む,望む,1,6,Nozomu
皆,皆,1,4,Mina
促す,促す,1,7,Unagasu
礼儀,礼儀,1,5,Reigi
ボート,ボート,1,5,Booto
祭儀,祭儀,1,5,Saigi
立て,立て,1,4,Tate
列,列,1,4,Retu
マスト,マスト,1,6,Masuto
スポット,スポット,1,7,Supotto
南北,南北,1,7,Nanboku
残す,残す,1,6,Nokosu
祭壇,祭壇,1,6,Saidan
正,正,1,3,Sei
方形,方形,1,6,Houkei
水鉢,水鉢,1,7,Suibati
備え付け,備え付け,1,9,Sonaetuke
巨石,巨石,1,7,Kyoseki
高台,高台,1,7,Takadai
到達,到達,1,7,Toutatu
粘性,粘性,1,6,Nensei
含量,含量,1,7,Ganryou
タイガ,タイガ,1,6,Ta iga
鉛,鉛,1,6,Namari
亜鉛,亜鉛,1,3,Aen
ニッケル,ニッケル,1,7,Nikkeru
コバルト,コバルト,1,8,Kobaruto
モリブデン,モリブデン,1,9,Moribuden
鉱石,鉱石,1,7,Kouseki
鉱物,鉱物,1,7,Koubutu
豊富,豊富,1,5,Houhu
最北,最北,1,7,Saihoku
元素,元素,1,5,Genso
シベリア,シベリア,1,7,Siberia
ケイ酸,ケイ酸,1,6,Keisan
イリジウム,イリジウム,1,8,Iriziumu
冬季,冬季,1,5,Touki
ユニバーシアード,ユニバーシアード,1,13,Yunibaasiaado
クラスノヤルスク,クラスノヤルスク,1,16,Kurasunoyarusuku
材料,材料,1,7,Zairyou
隕石,隕石,1,6,Inseki
性質,性質,1,7,Seisitu
モルディブ,モルディブ,1,8,Morudibu
グラニット,グラニット,1,9,Guranitto
セーシェル,セーシェル,1,7,Seeseru
マンガン,マンガン,1,6,Mangan
ダイヤモンド,ダイヤモンド,1,10,Daiyamondo
商人,商人,1,7,Syounin
代議,代議,1,5,Daigi
変革,変革,1,7,Henkaku
フィート,フィート,1,5,Hiito
埋め,埋め,1,3,Ume
通勤,通勤,1,6,Tuukin
ステーション,ステーション,1,9,Suteesyon
飛ばし,飛ばし,1,6,Tobasi
載せ,載せ,1,4,Nose
いくばく,いくばく,1,7,Ikubaku
ぼんやり,ぼんやり,1,8,Bon'yari
発芽,発芽,1,6,Hatuga
橋,橋,1,4,Hasi
老齢,老齢,1,6,Rourei
ホアン,ホアン,1,4,Hoan
サルサ,サルサ,1,6,Sarusa
彫刻,彫刻,1,8,Tyoukoku
外観,外観,1,6,Gaikan
ディテール,ディテール,1,7,Diteeru
故人,故人,1,5,Kozin
思い出,思い出,1,6,Omoide
生き生き,生き生き,1,6,Ikiiki
憲章,憲章,1,7,Kensyou
ティオマン,ティオマン,1,6,Tioman
セントヘレナ,セントヘレナ,1,11,Sentoherena
無人,無人,1,5,Muzin
パオニア,パオニア,1,7,Pao nia
改正,改正,1,6,Kaisei
キガリ,キガリ,1,6,Kigari
従属,従属,1,8,Zyuuzoku
遅らせ,遅らせ,1,7,Okurase
方向,方向,1,6,Houkou
アケメネイド,アケメネイド,1,10,Akemeneido
満たす,満たす,1,6,Mitasu
ペルシャ,ペルシャ,1,7,Perusya
上級,上級,1,8,Zyoukyuu
階層,階層,1,6,Kaisou
姻戚,姻戚,1,6,Inseki
アスティ,アスティ,1,5,Asuti
フィルム,フィルム,1,6,Hirumu
おさめ,おさめ,1,5,Osame
ヤニス,ヤニス,1,6,Yanisu
スマラグディス,スマラグディス,1,12,Sumaragudisu
グレコ,グレコ,1,6,Gureko
遠い,遠い,1,4,Tooi
付き,付き,1,4,Tuki
認める,認める,1,8,Mitomeru
形,形,1,6,Katati
アミュンタス,アミュンタス,1,9,Amyuntasu
エリック,エリック,1,6,Erikku
バハ,バハ,1,4,Baha
ソルヘイム,ソルヘイム,1,9,Soruheimu
カリフォルニヤ,カリフォルニヤ,1,12,Karihoruniya
小島,小島,1,6,Kozima
スキタイ,スキタイ,1,7,Sukitai
淵,淵,1,4,Huti
忘却,忘却,1,8,Boukyaku
種族,種族,1,7,Syuzoku
恐竜,恐竜,1,8,Kyouryuu
メガラ,メガラ,1,6,Megara
襲い掛かり,襲い掛かり,1,10,Osoikakari
ビザンチウム,ビザンチウム,1,10,Bizantiumu
提携,提携,1,6,Teikei
維持,維持,1,3,Izi
ダリウス,ダリウス,1,7,Dariusu
司令,司令,1,5,Sirei
メガバズス,メガバズス,1,10,Megabazusu
ほど遠い,ほど遠い,1,8,Hodotooi
時点,時点,1,5,Ziten
関わる,関わる,1,8,Kakawaru
責務,責務,1,6,Sekimu
負っ,負っ,1,1,O
領域,領域,1,7,Ryouiki
煽っ,煽っ,1,2,Ao
出現,出現,1,8,Syutugen
高層,高層,1,6,Kousou
気持ち,気持ち,1,6,Kimoti
ミーム,ミーム,1,5,Miimu
ステッカー,ステッカー,1,8,Sutekkaa
フィード,フィード,1,5,Hiido
接続,接続,1,8,Setuzoku
動き,動き,1,5,Ugoki
概念,概念,1,6,Gainen
単なる,単なる,1,7,Tannaru
向上,向上,1,7,Kouzyou
くれ,くれ,1,4,Kure
願望,願望,1,6,Ganbou
ハイテク,ハイテク,1,7,Haiteku
てる,てる,1,4,Teru
テニス,テニス,1,6,Tenisu
ワン,ワン,1,3,Wan
オール,オール,1,4,Ooru
対戦,対戦,1,6,Taisen
イスナー,イスナー,1,6,Isunaa
賛辞,賛辞,1,5,Sanzi
着け,着け,1,4,Tuke
ふざけ,ふざけ,1,6,Huzake
入り込ん,入り込ん,1,8,Hairikon
カスタム,カスタム,1,8,Kasutamu
勝負,勝負,1,6,Syoubu
ナイン,ナイン,1,4,Nain
最愛,最愛,1,5,Saiai
ノーマン,ノーマン,1,6,Nooman
相棒,相棒,1,5,Aibou
感情,感情,1,7,Kanzyou
引きこま,引きこま,1,8,Hikikoma
アフター,アフター,1,6,Ahutaa
トーキング,トーキング,1,8,Tookingu
デッド,デッド,1,5,Deddo
どうぞ,どうぞ,1,5,Douzo
起ち上げ,起ち上げ,1,7,Tatiage
毛髪,毛髪,1,7,Mouhatu
バラット,バラット,1,7,Baratto
尽力,尽力,1,8,Zinryoku
いまだ,いまだ,1,5,Imada
推進,推進,1,6,Suisin
悪い,悪い,1,5,Warui
ドローン,ドローン,1,6,Doroon
追跡,追跡,1,7,Tuiseki
ローテク,ローテク,1,7,Rooteku
アプローチ,アプローチ,1,8,Apurooti
マイクロ,マイクロ,1,7,Maikuro
水曜,水曜,1,6,Suiyou
身,身,1,2,Mi
酷い,酷い,1,5,Hidoi
マハナコーン,マハナコーン,1,11,Mahana koon
創造,創造,1,6,Souzou
救い,救い,1,5,Sukui
形式,形式,1,7,Keisiki
生,生,1,4,Nama
リニア,リニア,1,5,Rinia
モーターカー,モーターカー,1,9,Mootaakaa
小学,小学,1,8,Syougaku
関与,関与,1,6,Kan'yo
チケット,チケット,1,7,Tiketto
入れる,入れる,1,5,Ireru
ヤス,ヤス,1,4,Yasu
マリーナ,マリーナ,1,7,Mariina
サーキット,サーキット,1,8,Saakitto
絶妙,絶妙,1,8,Zetumyou
タイミング,タイミング,1,8,Taimingu
更新,更新,1,6,Kousin
栄光,栄光,1,5,Eikou
照らさ,照らさ,1,6,Terasa
訪れる,訪れる,1,9,Otozureru
裏付け,裏付け,1,7,Urazuke
バンコク,バンコク,1,7,Bankoku
幻想,幻想,1,6,Gensou
アレハンドラ,アレハンドラ,1,11,Are handora
ライバル,ライバル,1,7,Raibaru
ゴルファー,ゴルファー,1,7,Goruhaa
カーニバル,カーニバル,1,9,Kaanibaru
プレミア,プレミア,1,7,Puremia
はったり,はったり,1,7,Ha tari
かまし,かまし,1,6,Kamasi
切り抜け,切り抜け,1,8,Kirinuke
隔てる,隔てる,1,8,Hedateru
フェンス,フェンス,1,5,Hensu
飛び越え,飛び越え,1,7,Tobikoe
納屋,納屋,1,4,Naya
やつ,やつ,1,5,Ya tu
売りとばさ,売りとばさ,1,9,Uritobasa
ね,ね,1,2,Ne
ジョーク,ジョーク,1,6,Zyooku
ジョニー,ジョニー,1,6,Zyonii
踏み台,踏み台,1,7,Humidai
背中,背中,1,6,Senaka
他人,他人,1,5,Tanin
座る,座る,1,6,Suwaru
泥,泥,1,4,Doro
だらけ,だらけ,1,6,Darake
履い,履い,1,3,Hai
男の子,男の子,1,9,Otokonoko
調印,調印,1,6,Tyouin
国務,国務,1,6,Kokumu
抑える,抑える,1,6,Osaeru
シュライ,シュライ,1,6,Syurai
フーズム,フーズム,1,7,Huuzumu
湿地,湿地,1,5,Sitti
凍っ,凍っ,1,3,Koo
直,直,1,4,Ziki
乗客,乗客,1,9,Zyoukyaku
プロイセン,プロイセン,1,8,Puroisen
避難,避難,1,5,Hinan
火器,火器,1,4,Kaki
砲,砲,1,3,Hou
フレンスブルク,フレンスブルク,1,13,Hurensuburuku
一報,一報,1,5,Ippou
攻略,攻略,1,8,Kouryaku
困難,困難,1,6,Konnan
同社,同社,1,6,Dousya
メーザ,メーザ,1,5,Meeza
漠然,漠然,1,7,Bakuzen
役職,役職,1,9,Yakusyoku
速やか,速やか,1,8,Sumiyaka
介し,介し,1,5,Kaisi
輸送,輸送,1,5,Yusou
物品,物品,1,6,Buppin
湾,湾,1,3,Wan
種馬,種馬,1,7,Taneuma
ルーマニア,ルーマニア,1,8,Ruumania
ルール,ルール,1,5,Ruuru
マレ,マレ,1,4,Mare
ノストラム,ノストラム,1,11,Nosu toramu
呼び,呼び,1,4,Yobi
ブリリアニア,ブリリアニア,1,10,Buririania
クリスチャンサン,クリスチャンサン,1,13,Kurisutyansan
リレサン,リレサン,1,7,Riresan
ほう,ほう,1,3,Hou
岩礁,岩礁,1,7,Gansyou
水路,水路,1,5,Suiro
浅い,浅い,1,4,Asai
たとえば,たとえば,1,7,Tatoeba
フィヨルド,フィヨルド,1,8,Hiyorudo
淡水,淡水,1,6,Tansui
空港,空港,1,6,Kuukou
ビール,ビール,1,5,Biiru
蜂蜜,蜂蜜,1,8,Hatimitu
酒,酒,1,4,Sake
ビョール,ビョール,1,6,Byooru
度数,度数,1,5,Dosuu
フルーツ,フルーツ,1,7,Huruutu
裕福,裕福,1,7,Yuuhuku
トン,トン,1,3,Ton
