,word,frequency,n_characters
इंजेक्शन,इंजेक्शन,1,8
संसाधन,संसाधन,1,6
परवाह,परवाह,1,5
कॉम्पैक्ट,कॉम्पैक्ट,1,9
धनराशि,धनराशि,1,6
रैम्बलर,रैम्बलर,1,7
प्रचारात्मक,प्रचारात्मक,1,11
गार्थ,गार्थ,1,5
जेनिंग्स,जेनिंग्स,1,8
हिचिकर्स,हिचिकर्स,1,8
सिखाए,सिखाए,1,5
टू,टू,1,2
गैलेक्सी,गैलेक्सी,1,8
रैम्बो,रैम्बो,1,6
परिपाटी,परिपाटी,1,7
कैमियो,कैमियो,1,6
कटौती,कटौती,1,5
कीकार,कीकार,1,5
आग्रहों,आग्रहों,1,7
आधिपत्य,आधिपत्य,1,7
स्वायत्त,स्वायत्त,1,8
बदलना,बदलना,1,5
जीएम,जीएम,1,4
अरबों,अरबों,1,5
मैचों,मैचों,1,5
स्टोरीबोर्ड,स्टोरीबोर्ड,1,11
सीक्रेट,सीक्रेट,1,7
निलंबन,निलंबन,1,6
नाटो,नाटो,1,4
कैपिटल,कैपिटल,1,6
बुलाना,बुलाना,1,6
सचमुच,सचमुच,1,5
पैड,पैड,1,3
सिद्धान्तों,सिद्धान्तों,1,11
प्रतिपूर्ति,प्रतिपूर्ति,1,11
सकारात्मक,सकारात्मक,1,9
ब्लॉग,ब्लॉग,1,5
करा,करा,1,3
इस्तीफा,इस्तीफा,1,7
परिषदें,परिषदें,1,7
संरचनाओं,संरचनाओं,1,8
आत्म,आत्म,1,4
वाट,वाट,1,3
लाया,लाया,1,4
गयीं,गयीं,1,4
पार्कर,पार्कर,1,6
पेलोपोनेसस,पेलोपोनेसस,1,10
डीएफबी,डीएफबी,1,6
एस्सेन,एस्सेन,1,6
डेबिट,डेबिट,1,5
सेवानिवृत्त,सेवानिवृत्त,1,11
उपयोगकर्ता,उपयोगकर्ता,1,10
तस्वीरें,तस्वीरें,1,8
पुर्जों,पुर्जों,1,7
कीबोर्ड,कीबोर्ड,1,7
संकरा,संकरा,1,5
टच,टच,1,2
अफवाहों,अफवाहों,1,7
किस,किस,1,3
धातु,धातु,1,4
मशीनों,मशीनों,1,6
प्रजनन,प्रजनन,1,6
कदाचित,कदाचित,1,6
संकल्पना,संकल्पना,1,8
फिल्म्स,फिल्म्स,1,7
संतानें,संतानें,1,7
हम्फ्रे,हम्फ्रे,1,7
हेपबर्न,हेपबर्न,1,7
चुनावों,चुनावों,1,7
गतिशीलता,गतिशीलता,1,8
प्रतिक्रियाओं,प्रतिक्रियाओं,1,13
अर्थशास्त्र,अर्थशास्त्र,1,11
जिमी,जिमी,1,4
कार्टर,कार्टर,1,6
चिंताओं,चिंताओं,1,7
ईरान,ईरान,1,4
बंधक,बंधक,1,4
हिस्सेदारों,हिस्सेदारों,1,11
रिपब्लिकनों,रिपब्लिकनों,1,11
सदन,सदन,1,3
मित्र,मित्र,1,5
सीटें,सीटें,1,5
डेमोक्रेटों,डेमोक्रेटों,1,11
बोगार्ट,बोगार्ट,1,7
प्लेब्वाय,प्लेब्वाय,1,9
बरकरार,बरकरार,1,6
लापरवाह,लापरवाह,1,7
जोआन,जोआन,1,4
गाउंट,गाउंट,1,5
योद्धा,योद्धा,1,6
लाना,लाना,1,4
लिवेट,लिवेट,1,5
रिहा,रिहा,1,4
टॉवर,टॉवर,1,4
अभिनेत्री,अभिनेत्री,1,9
ग्लोरिया,ग्लोरिया,1,8
होल्डन,होल्डन,1,6
गतिविधि,गतिविधि,1,7
वैवाहिक,वैवाहिक,1,7
उथल,उथल,1,3
पुथल,पुथल,1,4
मशाल,मशाल,1,4
जलाए,जलाए,1,4
सबरीना,सबरीना,1,6
मकसद,मकसद,1,4
अस्पताल,अस्पताल,1,7
एड्गर्स,एड्गर्स,1,7
सौदा,सौदा,1,4
टेनेसी,टेनेसी,1,6
भेज,भेज,1,3
स्क्रिटी,स्क्रिटी,1,8
पोलिटी,पोलिटी,1,6
प्रथा,प्रथा,1,5
गैम्सन,गैम्सन,1,6
साधा,साधा,1,4
प्रोड्यूस,प्रोड्यूस,1,9
राजनेताओं,राजनेताओं,1,9
राजपरिवार,राजपरिवार,1,9
पूल,पूल,1,3
डोर्सेट,डोर्सेट,1,7
सोमरसेट,सोमरसेट,1,7
कॉमिक,कॉमिक,1,5
बुक,बुक,1,3
नैशविले,नैशविले,1,7
तुच्छ,तुच्छ,1,5
सुनवाईयों,सुनवाईयों,1,9
नामित,नामित,1,5
सीआरटीसी,सीआरटीसी,1,8
सेवारत,सेवारत,1,6
ईश्वर,ईश्वर,1,5
जीवनदान,जीवनदान,1,7
नामों,नामों,1,5
मार्क्सवाद,मार्क्सवाद,1,10
मार्गदर्शक,मार्गदर्शक,1,10
जगाने,जगाने,1,5
योग्यता,योग्यता,1,7
शोवा,शोवा,1,4
रहस्यपूर्ण,रहस्यपूर्ण,1,10
मानवतावाद,मानवतावाद,1,9
चुने,चुने,1,4
बकवास,बकवास,1,5
धर्मशास्त्र,धर्मशास्त्र,1,11
भावी,भावी,1,4
आलोक,आलोक,1,4
हिल्सबोरो,हिल्सबोरो,1,9
द्विध्रुवीय,द्विध्रुवीय,1,11
पालों,पालों,1,5
इवनिंग,इवनिंग,1,6
अलेक्जेंडर,अलेक्जेंडर,1,10
लगाव,लगाव,1,4
चर्चिल,चर्चिल,1,6
लेगा,लेगा,1,4
बैरी,बैरी,1,4
घटिया,घटिया,1,5
गॉल,गॉल,1,3
लटका,लटका,1,4
कुरैंट,कुरैंट,1,6
पत्रकार,पत्रकार,1,7
समीक्षाएं,समीक्षाएं,1,9
लिखीं,लिखीं,1,5
ग्रेजुएट,ग्रेजुएट,1,8
एम,एम,1,2
बहन,बहन,1,3
नटिंघम,नटिंघम,1,6
मंचन,मंचन,1,4
ओपेरा,ओपेरा,1,5
किम,किम,1,3
जीवनी,जीवनी,1,5
इंडोनेशियाई,इंडोनेशियाई,1,11
नागरिकों,नागरिकों,1,8
भ्रम,भ्रम,1,4
डालते,डालते,1,5
जिन्दगी,जिन्दगी,1,7
केरेनगी,केरेनगी,1,7
संभालने,संभालने,1,7
लत,लत,1,2
जोकोवी,जोकोवी,1,6
हेरोइन,हेरोइन,1,6
युधोयोने,युधोयोने,1,8
चाहा,चाहा,1,4
सब्सिडी,सब्सिडी,1,7
सहमति,सहमति,1,5
ईंधन,ईंधन,1,4
जी,जी,1,2
कंज्यूमर,कंज्यूमर,1,8
जर्नल,जर्नल,1,5
किरीमुइर,किरीमुइर,1,8
सुबियांतो,सुबियांतो,1,9
टालने,टालने,1,5
काउंटेस,काउंटेस,1,7
डगलस,डगलस,1,4
किताब,किताब,1,5
पहचानी,पहचानी,1,6
खुला,खुला,1,4
मोशन,मोशन,1,4
दुविधा,दुविधा,1,6
रुचि,रुचि,1,4
निर्माताओं,निर्माताओं,1,10
फांसी,फांसी,1,5
भिन्नता,भिन्नता,1,7
एनीमेशन,एनीमेशन,1,7
गैर,गैर,1,3
श्वेत,श्वेत,1,5
मंच,मंच,1,3
थीम,थीम,1,3
वेब,वेब,1,3
नस्लीय,नस्लीय,1,6
लेनॉक्स,लेनॉक्स,1,7
अर्थशास्त्री,अर्थशास्त्री,1,12
नॉन,नॉन,1,3
चलाया,चलाया,1,5
शिकार,शिकार,1,5
प्रतियां,प्रतियां,1,8
छापी,छापी,1,4
पावर,पावर,1,4
नयू,नयू,1,3
एसएस,एसएस,1,4
डर्नांड,डर्नांड,1,7
नवीनतम,नवीनतम,1,6
मिलयन,मिलयन,1,5
सबूत,सबूत,1,4
टोले,टोले,1,4
शिक्षाओं,शिक्षाओं,1,8
तीखी,तीखी,1,4
पिक्चर,पिक्चर,1,6
अक्षम,अक्षम,1,5
एड्स,एड्स,1,4
लेखा,लेखा,1,4
सामग्रियों,सामग्रियों,1,10
गोल्ड,गोल्ड,1,5
करत,करत,1,3
गर्म,गर्म,1,4
गिरने,गिरने,1,5
जीसीए,जीसीए,1,5
एच,एच,1,2
रिश्तों,रिश्तों,1,7
डिजाइनरों,डिजाइनरों,1,9
बिल,बिल,1,3
एयरलिफ्ट,एयरलिफ्ट,1,8
बर्लिन,बर्लिन,1,6
साउल,साउल,1,4
साहित्यिक,साहित्यिक,1,9
