,word,frequency,n_characters,romanized_form
韓國,韓國,1,6,hánguó
奇爾拉,奇爾拉,1,6,qíěrlā
懂,懂,1,4,dǒng
所言,所言,1,6,suǒyán
限額,限額,1,5,xiàné
消費,消費,1,7,xiāofèi
集會,集會,1,5,jíhuì
定,定,1,4,dìng
街區,街區,1,5,jiēqū
街,街,1,3,jiē
俱樂部,俱樂部,1,6,jùlèbù
著裝,著裝,1,9,zhezhuāng
沉悶,沉悶,1,7,chénmèn
章節,章節,1,8,zhāngjié
教授,教授,1,8,jiàoshòu
成績,成績,1,7,chéngjī
優,優,1,3,yōu
開業,開業,1,5,kāiyè
城際,城際,1,7,chéngjì
地鐵站,地鐵站,1,12,de dìtiězhàn
耗,耗,1,3,hào
成本,成本,1,8,chéngběn
喬治城,喬治城,1,12,qiáozhìchéng
改善會,改善會,1,10,gǎishànhuì
斯頓雷,斯頓雷,1,8,sīdùnléi
可行性,可行性,1,10,kěxíngxìng
估計,估計,1,4,gūjì
所行,所行,1,7,suǒxíng
新上限,新上限,1,12,xīnshàngxiàn
凱拉,凱拉,1,5,kǎilā
突破,突破,1,4,tūpò
數字化,數字化,1,8,shùzìhuà
史無前例,史無前例,1,11,shǐwúqiánlì
先例,先例,1,6,xiānlì
科瑞,科瑞,1,5,kēruì
舒爾曼,舒爾曼,1,8,shūěrmàn
跟踪,跟踪,1,7,gēnzōng
國會山,國會山,1,10,guóhuìshān
任職,任職,1,6,rènzhí
以往,以往,1,6,yǐwǎng
演說,演說,1,7,yǎnshuō
宣稱,宣稱,1,9,xuānchēng
政績,政績,1,7,zhèngjī
考量,考量,1,8,kǎoliàng
超,超,1,4,chāo
施加,施加,1,6,shījiā
哪怕,哪怕,1,4,nǎpà
一丁點,一丁點,1,10,yīdīngdiǎn
肩負,肩負,1,6,jiānfù
命運,命運,1,7,mìngyùn
北卡羅來納,北卡羅來納,1,13,běikǎluóláinà
運動場,運動場,1,12,yùndòngchǎng
群眾,群眾,1,8,qúnzhòng
帳戶,帳戶,1,7,zhànghù
纜車,纜車,1,6,lǎnchē
穿越,穿越,1,8,chuānyuè
波托馬克河,波托馬克河,1,11,bōtuōmǎkèhé
需時,需時,1,5,xūshí
解僱,解僱,1,5,jiěgù
音箱,音箱,1,8,yīnxiāng
法倫,法倫,1,5,fǎlún
切斷,切斷,1,7,qièduàn
根,根,1,3,gēn
鋼材,鋼材,1,7,gāngcái
新投資,新投資,1,8,xīntóuzī
上百,上百,1,8,shàngbǎi
效應,效應,1,8,xiàoyīng
保全,保全,1,7,bǎoquán
克萊德,克萊德,1,7,kèláidé
造船,造船,1,8,zàochuán
新皇家,新皇家,1,11,xīnhuángjiā
海軍,海軍,1,6,hǎijūn
許下,許下,1,5,xǔxià
下達,下達,1,5,xiàdá
訂單,訂單,1,7,dìngdān
承諾,承諾,1,8,chéngnuò
最開始,最開始,1,9,zuìkāishǐ
相當,相當,1,9,xiāngdāng
觀,觀,1,4,guān
奈特利,奈特利,1,7,nàitèlì
常用,常用,1,9,chángyòng
奧斯本,奧斯本,1,7,àosīběn
雅茲迪,雅茲迪,1,6,yǎzīdí
這麼,這麼,1,5,zhème
動物園,動物園,1,10,dòngwùyuán
害人,害人,1,6,hàirén
襲擊,襲擊,1,4,xíjī
普查局,普查局,1,7,pǔchájú
選舉日,選舉日,1,8,xuǎnjǔrì
總投票額,總投票額,1,12,zǒngtóupiàoé
隻,隻,1,3,zhī
寂寞,寂寞,1,4,jìmò
孤獨,孤獨,1,4,gūdú
種群,種群,1,8,zhǒngqún
擴充,擴充,1,8,kuòchōng
薩奇布,薩奇布,1,6,sàqíbù
坐牢,坐牢,1,6,zuòláo
潘,潘,1,3,pān
沃爾卡,沃爾卡,1,6,wòěrkǎ
段,段,1,4,duàn
幢,幢,1,6,chuáng
兒子,兒子,1,4,érzi
安德烈,安德烈,1,7,āndéliè
按進,按進,1,5,ànjìn
客廳,客廳,1,6,kètīng
床墊,床墊,1,10,chuángdiàn
安吉爾,安吉爾,1,6,ānjíěr
幸運,幸運,1,7,xìngyùn
索尼,索尼,1,5,suǒní
嘿,嘿,1,3,hēi
共享,共享,1,9,gòngxiǎng
主動,主動,1,7,zhǔdòng
總績效,總績效,1,10,zǒngjīxiào
過時,過時,1,6,guòshí
總額,總額,1,5,zǒngé
戈梅里,戈梅里,1,7,gēméilǐ
恢復,恢復,1,5,huīfù
法治,法治,1,5,fǎzhì
信心,信心,1,6,xìnxīn
魁北克省,魁北克省,1,13,kuíběikèshěng
當做,當做,1,7,dāngzuò
監視,監視,1,7,jiānshì
揭發,揭發,1,5,jiēfā
政治家,政治家,1,11,zhèngzhìjiā
財務,財務,1,5,cáiwù
捐助,捐助,1,7,juānzhù
優先,優先,1,7,yōuxiān
或是,或是,1,6,huòshì
優先權,優先權,1,11,yōuxiānquán
法官,法官,1,6,fǎguān
違反,違反,1,6,wéifǎn
信託,信託,1,6,xìntuō
庭審,庭審,1,8,tíngshěn
洗清,洗清,1,6,xǐqīng
十四億,十四億,1,7,shísìyì
預期,預期,1,4,yùqī
順便,順便,1,8,shùnbiàn
超出,超出,1,7,chāochū
亮相,亮相,1,10,liàngxiāng
輔導員,輔導員,1,9,fǔdǎoyuán
會面,會面,1,7,huìmiàn
談論,談論,1,6,tánlùn
安慰,安慰,1,5,ānwèi
見到,見到,1,7,jiàndào
朋友們,朋友們,1,10,péngyǒumen
折磨,折磨,1,5,zhémó
災難,災難,1,6,zāinán
梅爾里斯,梅爾里斯,1,9,méiěrlǐsī
處方箋,處方箋,1,11,chùfāngjiān
疫苗,疫苗,1,6,yìmiáo
互動,互動,1,6,hùdòng
主任,主任,1,6,zhǔrèn
格里,格里,1,4,gélǐ
邁科內爾里,邁科內爾里,1,12,màikēnèiěrlǐ
訂立,訂立,1,6,dìnglì
檢討,檢討,1,7,jiǎntǎo
事項,事項,1,8,shìxiàng
覆核,覆核,1,4,fùhé
警官,警官,1,8,jǐngguān
煽動性,煽動性,1,12,shāndòngxìng
高管們,高管們,1,10,gāoguǎnmen
裁定,裁定,1,7,cáidìng
遠,遠,1,4,yuǎn
不止,不止,1,5,bùzhǐ
電話,電話,1,7,diànhuà
等候,等候,1,7,děnghòu
正常,正常,1,10,zhèngcháng
總體,總體,1,6,zǒngtǐ
儲備,儲備,1,6,chǔbèi
偏低,偏低,1,6,piāndī
血液,血液,1,5,xuèyè
捐獻者,捐獻者,1,11,juānxiànzhě
德克薩斯州,德克薩斯州,1,12,dékèsàsīzhōu
準媽媽,準媽媽,1,8,zhǔnmāmā
例行,例行,1,6,lìxíng
超聲波,超聲波,1,11,chāoshēngbō
複雜,複雜,1,4,fùzá
骶尾部,骶尾部,1,7,dǐwěibù
畸胎瘤,畸胎瘤,1,8,jītāiliú
寶寶,寶寶,1,6,bǎobǎo
尾骨,尾骨,1,5,wěigǔ
高齡,高齡,1,7,gāolíng
形容,形容,1,8,xíngróng
無以倫比,無以倫比,1,9,wúyǐlúnbǐ
博愛,博愛,1,4,bóài
文壇,文壇,1,6,wéntán
光輝,光輝,1,8,guānghuī
印記,印記,1,5,yìnjì
各個,各個,1,4,gègè
傳送,傳送,1,9,chuánsòng
氧氣,氧氣,1,6,yǎngqì
夜晚,夜晚,1,5,yèwǎn
無限,無限,1,6,wúxiàn
棒極,棒極,1,6,bàngjí
監控,監控,1,8,jiānkòng
使用量,使用量,1,12,shǐyòngliàng
回來,回來,1,6,huílái
爭取,爭取,1,7,zhēngqǔ
租賃,租賃,1,5,zūlìn
新公寓,新公寓,1,9,xīngōngyù
大多倫多市,大多倫多市,1,14,dàduōlúnduōshì
背部,背部,1,5,bèibù
入睡,入睡,1,6,rùshuì
蛋白質,蛋白質,1,9,dànbáizhì
科羅拉多州,科羅拉多州,1,14,kēluólāduōzhōu
丹佛市,丹佛市,1,8,dānfúshì
出售,出售,1,7,chūshòu
框架,框架,1,8,kuāngjià
情緒,情緒,1,6,qíngxù
民間,民間,1,7,mínjiān
療法,療法,1,6,liáofǎ
草根,草根,1,6,cǎogēn
人體,人體,1,5,réntǐ
細胞,細胞,1,5,xìbāo
大會,大會,1,5,dàhuì
梅拉尼亞,梅拉尼亞,1,9,méilāníyà
勝任,勝任,1,8,shèngrèn
右肺,右肺,1,6,yòufèi
公安局,公安局,1,8,gōngānjú
述,述,1,3,shù
週二,週二,1,6,zhōuèr
大群,大群,1,5,dàqún
自稱,自稱,1,7,zìchēng
機關,機關,1,6,jīguān
付出,付出,1,5,fùchū
避孕藥,避孕藥,1,8,bìyùnyào
潛力,潛力,1,6,qiánlì
組合,組合,1,4,zǔhé
漫長,漫長,1,8,mànzhǎng
小步,小步,1,6,xiǎobù
根深蒂固,根深蒂固,1,11,gēnshēndìgù
癌症,癌症,1,7,áizhèng
成因,成因,1,8,chéngyīn
吸煙,吸煙,1,5,xīyān
總數,總數,1,7,zǒngshù
突變,突變,1,6,tūbiàn
數目,數目,1,5,shùmù
膀胱,膀胱,1,9,bǎngguāng
暴露,暴露,1,5,bàolù
劍橋,劍橋,1,8,jiànqiáo
醫院,醫院,1,6,yīyuàn
事故,事故,1,5,shìgù
引力,引力,1,5,yǐnlì
地心,地心,1,8,de dìxīn
庫頁島,庫頁島,1,7,kùyèdǎo
鮑爾,鮑爾,1,5,bàoěr
克里米亞,克里米亞,1,8,kèlǐmǐyà
吞併,吞併,1,7,tūnbìng
頭條,頭條,1,7,tóutiáo
狂熱,狂熱,1,7,kuángrè
演唱會,演唱會,1,11,yǎnchànghuì
遠東,遠東,1,8,yuǎndōng
符拉迪沃斯托克,符拉迪沃斯托克,1,15,fúlādíwòsītuōkè
近年,近年,1,7,jìnnián
堪察加,堪察加,1,9,kānchájiā
貝爾格萊德,貝爾格萊德,1,12,bèiěrgéláidé
卡隆,卡隆,1,6,kǎlóng
開辦,開辦,1,6,kāibàn
武術,武術,1,5,wǔshù
較早,較早,1,7,jiàozǎo
塞爾維亞,塞爾維亞,1,10,sāiěrwéiyà
國籍,國籍,1,5,guójí
美聯社,美聯社,1,10,měiliánshè
口角,口角,1,7,kǒujiǎo
繼而,繼而,1,4,jìér
演變,演變,1,7,yǎnbiàn
傷亡,傷亡,1,9,shāngwáng
掃描,掃描,1,7,sǎomiáo
試驗,試驗,1,6,shìyàn
性情,性情,1,8,xìngqíng
一道,一道,1,5,yīdào
壯大,壯大,1,8,zhuàngdà
中產,中產,1,9,zhōngchǎn
階級,階級,1,5,jiējí
發出,發出,1,5,fāchū
非同尋常,非同尋常,1,15,fēitóngxúncháng
控訴,控訴,1,6,kòngsù
大城市,大城市,1,10,dàchéngshì
有毒,有毒,1,5,yǒudú
嗆肺,嗆肺,1,8,qiāngfèi
霧霾,霧霾,1,5,wùmái
復,復,1,2,fù
大型,大型,1,6,dàxíng
新興,新興,1,7,xīnxìng
擔負,擔負,1,5,dānfù
溫室,溫室,1,6,wēnshì
等到,等到,1,7,děngdào
任期,任期,1,5,rènqī
退出,退出,1,6,tuìchū
盟友們,盟友們,1,10,méngyǒumen
立,立,1,2,lì
聚光燈,聚光燈,1,11,jùguāngdēng
指責,指責,1,5,zhǐzé
蔑視,蔑視,1,6,mièshì
日益,日益,1,4,rìyì
罰款,罰款,1,6,fákuǎn
執法,執法,1,5,zhífǎ
行踪,行踪,1,8,xíngzōng
現有,現有,1,7,xiànyǒu
議程,議程,1,7,yìchéng
維護,維護,1,5,wéihù
特魯多,特魯多,1,7,tèlǔduō
延長,延長,1,8,yánzhǎng
無家可歸,無家可歸,1,10,wújiākěguī
刺傷,刺傷,1,7,cìshāng
阿伯茨福德,阿伯茨福德,1,9,ābócífúdé
早前,早前,1,7,zǎoqián
犯罪,犯罪,1,6,fànzuì
確切,確切,1,6,quèqiè
省內,省內,1,8,shěngnèi
阿伯茲福德,阿伯茲福德,1,9,ābózīfúdé
联系,联系,1,6,liánxì
沉默寡言,沉默寡言,1,12,chénmòguǎyán
情願,情願,1,8,qíngyuàn
走出,走出,1,6,zǒuchū
牢房,牢房,1,7,láofáng
出席,出席,1,5,chūxí
經紀人,經紀人,1,9,jīngjìrén
懲罰,懲罰,1,7,chéngfá
代理商,代理商,1,10,dàilǐshāng
清理,清理,1,6,qīnglǐ
除非,除非,1,6,chúfēi
佔有,佔有,1,7,zhànyǒu
野生,野生,1,7,yěshēng
考察,考察,1,6,kǎochá
美拉尼西亞人,美拉尼西亞人,1,14,měilāníxīyàrén
往北,往北,1,7,wǎngběi
遷移,遷移,1,6,qiānyí
肯塔基,肯塔基,1,7,kěntǎjī
印第安納,印第安納,1,9,yìndìānnà
托馬斯,托馬斯,1,7,tuōmǎsī
家具,家具,1,5,jiājù
木工,木工,1,6,mùgōng
木匠,木匠,1,7,mùjiàng
災害,災害,1,6,zāihài
脆弱性,脆弱性,1,10,cuìruòxìng
洪水,洪水,1,8,hóngshuǐ
作物,作物,1,5,zuòwù
失收,失收,1,7,shīshōu
疾病,疾病,1,6,jíbìng
減輕,減輕,1,8,jiǎnqīng
不利,不利,1,4,bùlì
周邊,周邊,1,8,zhōubiān
地貌,地貌,1,8,de dìmào
侵蝕,侵蝕,1,6,qīnshí
鹽漬化,鹽漬化,1,8,yánzìhuà
壓緊,壓緊,1,5,yājǐn
保護區,保護區,1,7,bǎohùqū
宣佈,宣佈,1,6,xuānbù
徑流,徑流,1,7,jìngliú
乾涸,乾涸,1,10,qián gānhé
多達,多達,1,5,duōdá
千瓦,千瓦,1,6,qiānwǎ
電力,電力,1,6,diànlì
萊茵河,萊茵河,1,8,láiyīnhé
羅訥河,羅訥河,1,7,luónèhé
茵河,茵河,1,5,yīnhé
提契諾河,提契諾河,1,9,tíqìnuòhé
寶河,寶河,1,5,bǎohé
源頭,源頭,1,7,yuántóu
火山,火山,1,7,huǒshān
火山學,火山學,1,10,huǒshānxué
拼寫,拼寫,1,6,pīnxiě
岩漿,岩漿,1,8,yánjiāng
矽,矽,1,2,xì
粘稠,粘稠,1,8,zhānchóu
深處,深處,1,7,shēnchù
冷卻,冷卻,1,7,lěngquè
災難性,災難性,1,10,zāinánxìng
爆炸,爆炸,1,6,bàozhà
變暖,變暖,1,8,biànnuǎn
雨季,雨季,1,4,yǔjì
模式,模式,1,5,móshì
環礁湖,環礁湖,1,10,huánjiāohú
枯竭,枯竭,1,5,kūjié
暴力,暴力,1,5,bàolì
科屬,科屬,1,5,kēshǔ
大洲,大洲,1,6,dàzhōu
風,風,1,4,fēng
吹拂,吹拂,1,6,chuīfú
裸露,裸露,1,5,luǒlù
細微,細微,1,5,xìwēi
顫動,顫動,1,8,chàndòng
風速,風速,1,6,fēngsù
變快,變快,1,8,biànkuài
某些,某些,1,6,mǒuxiē
帶入,帶入,1,5,dàirù
氣流,氣流,1,5,qìliú
降落,降落,1,8,jiàngluò
擊中,擊中,1,7,jīzhōng
彈入,彈入,1,5,dànrù
連鎖,連鎖,1,7,liánsuǒ
肥胖,肥胖,1,7,féipàng
少見,少見,1,8,shǎojiàn
天數,天數,1,7,tiānshù
開羅,開羅,1,6,kāiluó
達,達,1,2,dá
五十萬,五十萬,1,8,wǔshíwàn
尼羅,尼羅,1,5,níluó
河,河,1,2,hé
額外,額外,1,4,éwài
吹走,吹走,1,7,chuīzǒu
塵埃,塵埃,1,6,chénāi
植被,植被,1,6,zhíbèi
百分之一,百分之一,1,11,bǎifēnzhīyī
揚帆,揚帆,1,11,yángfān fán
大西洋,大西洋,1,8,dàxīyáng
西,西,1,2,xī
掀起,掀起,1,6,xiānqǐ
熱潮期,熱潮期,1,8,rècháoqī
偏遠,偏遠,1,8,piānyuǎn
不便,不便,1,6,bùbiàn
私營,私營,1,6,sīyíng
餘下,餘下,1,5,yúxià
總共,總共,1,8,zǒnggòng
白天,白天,1,7,báitiān
保護年,保護年,1,9,bǎohùnián
冰點,冰點,1,8,bīngdiǎn
數千,數千,1,7,shùqiān
偷,偷,1,3,tōu
艘,艘,1,3,sōu
獨木舟,獨木舟,1,8,dúmùzhōu
惡化,惡化,1,4,èhuà
宛如,宛如,1,5,wǎnrú
水道,水道,1,7,shuǐdào
污水池,污水池,1,9,wūshuǐchí
大市長,大市長,1,10,dàshìzhǎng
水電站,水電站,1,12,shuǐdiànzhàn
阿爾卑斯山,阿爾卑斯山,1,12,āěrbēisīshān
設施,設施,1,6,shèshī
較深,較深,1,8,jiàoshēn
飲品,飲品,1,6,yǐnpǐn
啤酒,啤酒,1,5,píjiǔ
蜂蜜酒,蜂蜜酒,1,9,fēngmìjiǔ
烈性,烈性,1,7,lièxìng
水果酒,水果酒,1,10,shuǐguǒjiǔ
富人,富人,1,5,fùrén
享用,享用,1,9,xiǎngyòng
葡萄酒,葡萄酒,1,8,pútáojiǔ
規則,規則,1,5,guīzé
搏鬥,搏鬥,1,5,bódòu
匹,匹,1,2,pǐ
種馬,種馬,1,7,zhǒngmǎ
嚴冬,嚴冬,1,7,yándōng
胡蘇姆,胡蘇姆,1,6,húsūmǔ
施萊灣,施萊灣,1,9,shīláiwān
濕地,濕地,1,8,shīde dì
凍土,凍土,1,6,dòngtǔ
攻占,攻占,1,8,gōngzhàn
普,普,1,2,pǔ
意外,意外,1,5,yìwài
撤離,撤離,1,5,chèlí
重型,重型,1,9,zhòngxíng
火砲,火砲,1,6,huǒpào
酒精類,酒精類,1,10,jiǔjīnglèi
淡水湖,淡水湖,1,9,dànshuǐhú
供水,供水,1,8,gōngshuǐ
峽灣,峽灣,1,6,xiáwān
勞動力,勞動力,1,9,láodònglì
前英屬,前英屬,1,11,qiányīngshǔ
統一,統一,1,6,tǒngyī
勞動部,勞動部,1,9,láodòngbù
惡劣,惡劣,1,4,èliè
工,工,1,4,gōng
極端,極端,1,6,jíduān
飢荒,飢荒,1,7,jīhuāng
捕魚,捕魚,1,4,bǔyú
海產,海產,1,7,hǎichǎn
採集,採集,1,5,cǎijí
交錯,交錯,1,7,jiāocuò
著名,著名,1,7,zhemíng
大規模,大規模,1,7,dàguīmó
海岸線,海岸線,1,9,hǎiànxiàn
奧古斯塔斯,奧古斯塔斯,1,10,àogǔsītǎsī
海,海,1,3,hǎi
礁石,礁石,1,7,jiāoshí
水路,水路,1,6,shuǐlù
克里斯蒂安鬆,克里斯蒂安鬆,1,14,kèlǐsīdìānsōng
利勒桑,利勒桑,1,9,lìlēisāng
蜿蜒,蜿蜒,1,6,wānyán
淺礁湖,淺礁湖,1,10,qiǎnjiāohú
遺棄,遺棄,1,4,yíqì
何,何,1,2,hé
通往,通往,1,8,tōngwǎng
弗倫斯堡,弗倫斯堡,1,10,fúlúnsībǎo
俄亥俄河,俄亥俄河,1,7,éhàiéhé
矛盾,矛盾,1,6,máodùn
核心,核心,1,5,héxīn
自由州,自由州,1,9,zìyóuzhōu
奴隸制州,奴隸制州,1,11,núlìzhìzhōu
分化,分化,1,6,fēnhuà
現像,現像,1,9,xiànxiàng
多麼,多麼,1,5,duōme
葉子,葉子,1,4,yèzi
多樣,多樣,1,7,duōyàng
綠色,綠色,1,4,lǜsè
黃綠色,黃綠色,1,9,huánglǜsè
藍綠色,藍綠色,1,7,lánlǜsè
不一而足,不一而足,1,8,bùyīérzú
棕枝,棕枝,1,7,zōngzhī
主日,主日,1,5,zhǔrì
柳枝,柳枝,1,6,liǔzhī
棕櫚葉,棕櫚葉,1,8,zōnglǘyè
飲用水,飲用水,1,11,yǐnyòngshuǐ
灌溉水,灌溉水,1,11,guàngàishuǐ
水力,水力,1,6,shuǐlì
高達,高達,1,5,gāodá
米蘭,米蘭,1,5,mǐlán
密西西比河,密西西比河,1,10,mìxīxībǐhé
匯入,匯入,1,5,huìrù
溫和,溫和,1,5,wēnhé
羅馬尼亞,羅馬尼亞,1,9,luómǎníyà
議題,議題,1,4,yìtí
堅不可摧,堅不可摧,1,11,jiānbùkěcuī
梅塞,梅塞,1,6,méisāi
隨即,隨即,1,5,suíjí
解除,解除,1,6,jiěchú
歸,歸,1,3,guī
管轄,管轄,1,7,guǎnxiá
貨物,貨物,1,5,huòwù
一億,一億,1,4,yīyì
噸,噸,1,3,dūn
圖爾恰郡,圖爾恰郡,1,10,túěrqiàjùn
享有,享有,1,8,xiǎngyǒu
奇莉婭灣,奇莉婭灣,1,9,qílìyàwān
左岸,左岸,1,5,zuǒàn
敖德薩州,敖德薩州,1,10,áodésàzhōu
乾燥,乾燥,1,11,qián gānzào
偶爾,偶爾,1,4,ǒuěr
誤,誤,1,2,wù
地形,地形,1,9,de dìxíng
阿爾及利亞,阿爾及利亞,1,9,āěrjílìyà
地處,地處,1,8,de dìchù
溫帶,溫帶,1,6,wēndài
促進,促進,1,5,cùjìn
傑濟拉島,傑濟拉島,1,10,jiéjìlādǎo
海濱,海濱,1,6,hǎibīn
疏通,疏通,1,7,shūtōng
極佳,極佳,1,5,jíjiā
價值,價值,1,6,jiàzhí
獲,獲,1,3,huò
派遣,派遣,1,7,pàiqiǎn
契丹,契丹,1,5,qìdān
遼朝,遼朝,1,8,liáocháo
使節,使節,1,6,shǐjié
朝廷,朝廷,1,8,cháotíng
美譽,美譽,1,5,měiyù
契丹人,契丹人,1,8,qìdānrén
挑釁性,挑釁性,1,11,tiāoxìnxìng
談判,談判,1,6,tánpàn
操縱,操縱,1,7,cāozòng
稱職,稱職,1,8,chēngzhí
遼國,遼國,1,7,liáoguó
讓步,讓步,1,6,ràngbù
藥學,藥學,1,6,yàoxué
薩萊諾,薩萊諾,1,8,sàláinuò
提庇留,提庇留,1,7,tíbìliú
後悔,後悔,1,6,hòuhuǐ
奧古斯都,奧古斯都,1,12,àogǔsīdōu dū
元老會,元老會,1,10,yuánlǎohuì
無需,無需,1,4,wúxū
淤積物,淤積物,1,6,yūjīwù
原創,原創,1,10,yuánchuàng
內華達州,內華達州,1,12,nèihuádázhōu
汴河,汴河,1,6,biànhé
拉丁姆,拉丁姆,1,8,lādīngmǔ
每首,每首,1,7,měishǒu
詩歌,詩歌,1,5,shīgē
後世,後世,1,6,hòushì
史學家,史學家,1,9,shǐxuéjiā
特洛伊,特洛伊,1,7,tèluòyī
原型,原型,1,8,yuánxíng
預言,預言,1,5,yùyán
度過,度過,1,5,dùguò
平淡無奇,平淡無奇,1,11,píngdànwúqí
死去,死去,1,4,sǐqù
英年,英年,1,8,yīngnián
早逝,早逝,1,6,zǎoshì
詩文,詩文,1,6,shīwén
永世,永世,1,7,yǒngshì
不朽,不朽,1,5,bùxiǔ
朱利安,朱利安,1,7,zhūlìān
據信,據信,1,5,jùxìn
官府,官府,1,6,guānfǔ
技巧,技巧,1,6,jìqiǎo
派往,派往,1,7,pàiwǎng
淤泥,淤泥,1,4,yūní
沉積,沉積,1,6,chénjī
單獨,單獨,1,5,dāndú
含糊,含糊,1,5,hánhú
每位,每位,1,6,měiwèi
神祗,神祗,1,7,shénzhī
阿馬爾奈,阿馬爾奈,1,8,āmǎěrnài
文書,文書,1,6,wénshū
基色城,基色城,1,9,jīsèchéng
信件,信件,1,7,xìnjiàn
黃道,黃道,1,8,huángdào
猴子,猴子,1,5,hóuzi
週年,週年,1,8,zhōunián
每天,每天,1,7,měitiān
吉祥,吉祥,1,7,jíxiáng
工作日,工作日,1,9,gōngzuòrì
表格,表格,1,6,biǎogé
分配,分配,1,6,fēnpèi
當週,當週,1,8,dāngzhōu
各天,各天,1,6,gètiān
菩薩,菩薩,1,4,púsà
華人,華人,1,6,huárén
春節,春節,1,7,chūnjié
按照,按照,1,6,ànzhào
加強,加強,1,8,jiāqiáng
大公牆,大公牆,1,11,dàgōngqiáng
十五,十五,1,5,shíwǔ
工程,工程,1,9,gōngchéng
印證,印證,1,8,yìnzhèng
碑文,碑文,1,6,bēiwén
聖殿,聖殿,1,9,shèngdiàn
凱爾奈克,凱爾奈克,1,10,kǎiěrnàikè
排,排,1,3,pái
獨特,獨特,1,4,dútè
所需,所需,1,5,suǒxū
小心翼翼,小心翼翼,1,11,xiǎoxīnyìyì
儀式,儀式,1,5,yíshì
祭品,祭品,1,5,jìpǐn
供奉,供奉,1,8,gōngfèng
坐船,坐船,1,8,zuòchuán
出發,出發,1,5,chūfā
現場,現場,1,9,xiànchǎng
祭祀,祭祀,1,4,jìsì
高大,高大,1,5,gāodà
資料,資料,1,6,zīliào
石碑,石碑,1,6,shíbēi
南北,南北,1,6,nánběi
走向,走向,1,8,zǒuxiàng
石群,石群,1,6,shíqún
祭壇,祭壇,1,5,jìtán
方形,方形,1,8,fāngxíng
水池,水池,1,7,shuǐchí
巨碑,巨碑,1,5,jùbēi
高地,高地,1,8,gāode dì
焚毀,焚毀,1,6,fénhuǐ
機制,機制,1,5,jīzhì
融合,融合,1,6,rónghé
堡壘,堡壘,1,6,bǎolěi
世凱,世凱,1,6,shìkǎi
海床,海床,1,9,hǎichuáng
機密,機密,1,4,jīmì
布魯克斯,布魯克斯,1,8,bùlǔkèsī
幾近,幾近,1,5,jǐjìn
手稿,手稿,1,7,shǒugǎo
發給,發給,1,5,fāgěi
推廣,推廣,1,8,tuīguǎng
化學,化學,1,6,huàxué
普羅,普羅,1,5,pǔluó
恭愍王,恭愍王,1,11,gōngmǐnwáng
高麗,高麗,1,5,gāolì
元朝,元朝,1,8,yuáncháo
瓦解,瓦解,1,5,wǎjiě
南韓,南韓,1,6,nánhán
低水平,低水平,1,10,dīshuǐpíng
鄉村,鄉村,1,8,xiāngcūn
野餐區,野餐區,1,7,yěcānqū
長凳,長凳,1,9,zhǎngdèng
小徑,小徑,1,8,xiǎojìng
開闊,開闊,1,6,kāikuò
空間,空間,1,8,kōngjiān
居民,居民,1,5,jūmín
福利,福利,1,4,fúlì
生動,生動,1,9,shēngdòng
水下,水下,1,7,shuǐxià
短文,短文,1,7,duǎnwén
代名詞,代名詞,1,9,dàimíngcí
輸出,輸出,1,6,shūchū
旅遊業,旅遊業,1,7,lǚyóuyè
礦業,礦業,1,7,kuàngyè
機械,機械,1,5,jīxiè
加工業,加工業,1,9,jiāgōngyè
印刷,印刷,1,7,yìnshuā
加工,加工,1,7,jiāgōng
西班牙詞,西班牙詞,1,9,xībānyácí
命名,命名,1,8,mìngmíng
共通,共通,1,8,gòngtōng
頭個,頭個,1,5,tóugè
開普敦市,開普敦市,1,11,kāipǔdūnshì
到訪,到訪,1,7,dàofǎng
南邊,南邊,1,7,nánbiān
北邊,北邊,1,7,běibiān
哥倫布,哥倫布,1,7,gēlúnbù
海路,海路,1,5,hǎilù
駛入,駛入,1,5,shǐrù
加勒比,加勒比,1,8,jiālēibǐ
海域,海域,1,5,hǎiyù
蠶食,蠶食,1,6,cánshí
開普敦,開普敦,1,8,kāipǔdūn
袁,袁,1,4,yuán
新共和國,新共和國,1,12,xīngònghéguó
較舊,較舊,1,7,jiàojiù
繼承者,繼承者,1,10,jìchéngzhě
仍是,仍是,1,7,réngshì
耶路撒冷,耶路撒冷,1,10,yélùsālěng
彼拉多,彼拉多,1,7,bǐlāduō
耶穌,耶穌,1,4,yésū
審訊,審訊,1,7,shěnxùn
新約,新約,1,6,xīnyuē
記載,記載,1,5,jìzài
十七,十七,1,5,shíqī
科林斯,科林斯,1,7,kēlínsī
當年,當年,1,8,dāngnián
引入,引入,1,5,yǐnrù
特殊,特殊,1,5,tèshū
閏月,閏月,1,6,rùnyuè
牛頓,牛頓,1,6,niúdùn
兩千,兩千,1,9,liǎngqiān
月相,月相,1,8,yuèxiāng
若,若,1,3,ruò
云層,云層,1,7,yúncéng
煙霧,煙霧,1,5,yānwù
遮擋,遮擋,1,7,zhēdǎng
通,通,1,4,tōng
新法蘭西,新法蘭西,1,10,xīnfǎlánxī
尚,尚,1,5,shàng
年份,年份,1,7,niánfèn
結婚,結婚,1,6,jiéhūn
安提帕斯,安提帕斯,1,8,āntípàsī
撰寫,撰寫,1,8,zhuànxiě
順從,順從,1,8,shùncóng
失效,失效,1,7,shīxiào
